label,sample_index,seed,sample_size,pool_label,pool_size,features
random_top33_seed240524_k12_011,11,240524,12,prompt_delta_top33,33,"20:1813,20:5355,20:6169,20:6289,20:7531,20:8775,20:9024,20:9135,20:9407,20:11414,20:12963,20:13854"
random_top33_seed240524_k12_012,12,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:4326,20:4339,20:5990,20:6169,20:9407,20:11414,20:12002,20:13882,20:14991"
random_top33_seed240524_k12_013,13,240524,12,prompt_delta_top33,33,"20:5355,20:6169,20:8775,20:9001,20:9024,20:9149,20:11545,20:12002,20:12704,20:12963,20:13622,20:14991"
random_top33_seed240524_k12_014,14,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:5990,20:6169,20:8775,20:9135,20:11414,20:12002,20:12963,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_015,15,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:3850,20:4326,20:6289,20:8775,20:9001,20:9149,20:11545,20:12002,20:12652"
random_top33_seed240524_k12_016,16,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:4339,20:5355,20:8775,20:9024,20:9135,20:9149,20:12313,20:12652,20:14991"
random_top33_seed240524_k12_017,17,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:6169,20:6289,20:7965,20:8754,20:9001,20:9149,20:12313,20:12652,20:13854,20:14991"
random_top33_seed240524_k12_018,18,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:5355,20:7965,20:9024,20:9149,20:11414,20:11545,20:12652,20:12963,20:13622,20:13882"
random_top33_seed240524_k12_019,19,240524,12,prompt_delta_top33,33,"20:1813,20:3850,20:4326,20:5355,20:5990,20:6169,20:9001,20:9024,20:9407,20:11414,20:12652,20:14991"
random_top33_seed240524_k12_020,20,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:5990,20:6169,20:8754,20:9149,20:9407,20:11545,20:12652,20:13060,20:13622,20:14991"
random_top33_seed240524_k12_021,21,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:4339,20:5355,20:6169,20:7965,20:8754,20:9001,20:12002,20:12704,20:12963,20:13622"
random_top33_seed240524_k12_022,22,240524,12,prompt_delta_top33,33,"20:321,20:4339,20:5355,20:5990,20:8754,20:9024,20:9135,20:9407,20:12963,20:13060,20:13882,20:14991"
random_top33_seed240524_k12_023,23,240524,12,prompt_delta_top33,33,"20:1338,20:3850,20:4339,20:6289,20:7531,20:8775,20:9024,20:9149,20:12652,20:12704,20:13622,20:15169"
random_top33_seed240524_k12_024,24,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:5990,20:6289,20:7531,20:8775,20:9001,20:9135,20:12652,20:12963,20:13060,20:15169"
random_top33_seed240524_k12_025,25,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4339,20:5355,20:6289,20:7531,20:8775,20:9001,20:9149,20:11414,20:12002,20:12313"
random_top33_seed240524_k12_026,26,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:5355,20:5990,20:6289,20:7965,20:9149,20:11545,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_027,27,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:5355,20:6289,20:9149,20:11414,20:11545,20:12002,20:12652,20:13060,20:13622,20:14991"
random_top33_seed240524_k12_028,28,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:7965,20:8754,20:8775,20:9024,20:9149,20:11414,20:12002,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_029,29,240524,12,prompt_delta_top33,33,"20:1338,20:4339,20:6169,20:7531,20:7965,20:8754,20:9149,20:9407,20:12652,20:13060,20:13882,20:15169"
random_top33_seed240524_k12_030,30,240524,12,prompt_delta_top33,33,"20:3850,20:4326,20:7531,20:9135,20:9407,20:11545,20:12002,20:12313,20:12704,20:12963,20:13622,20:15169"
random_top33_seed240524_k12_031,31,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:5990,20:9001,20:9024,20:9407,20:11545,20:12313,20:12963,20:13622,20:14991"
random_top33_seed240524_k12_032,32,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4339,20:7531,20:9024,20:9135,20:11545,20:12002,20:12652,20:12963,20:13882,20:14991"
random_top33_seed240524_k12_033,33,240524,12,prompt_delta_top33,33,"20:3850,20:4339,20:6169,20:6289,20:7531,20:8775,20:9135,20:9407,20:12963,20:13060,20:13622,20:13854"
random_top33_seed240524_k12_034,34,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:4339,20:8775,20:9001,20:9024,20:9149,20:12652,20:13060,20:14991,20:15169"
random_top33_seed240524_k12_035,35,240524,12,prompt_delta_top33,33,"20:4326,20:5990,20:6169,20:6289,20:7531,20:7965,20:8775,20:9149,20:12002,20:13622,20:13854,20:14991"
random_top33_seed240524_k12_036,36,240524,12,prompt_delta_top33,33,"20:1338,20:3850,20:5990,20:9024,20:9149,20:9407,20:12313,20:12652,20:13060,20:13622,20:13882,20:15169"
random_top33_seed240524_k12_037,37,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:4339,20:6169,20:7531,20:9024,20:9149,20:9407,20:12313,20:13882,20:15169"
random_top33_seed240524_k12_038,38,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:5990,20:6289,20:7965,20:8775,20:9001,20:9024,20:9149,20:11414,20:12313,20:13854"
random_top33_seed240524_k12_039,39,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:3850,20:9024,20:12002,20:12652,20:13060,20:13854,20:13882,20:14991,20:15169"
random_top33_seed240524_k12_040,40,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:5355,20:8754,20:8775,20:9024,20:11414,20:13060,20:13622,20:13854,20:15169"
random_top33_seed240524_k12_041,41,240524,12,prompt_delta_top33,33,"20:1338,20:4326,20:5990,20:6169,20:8775,20:9001,20:9135,20:12002,20:12652,20:12963,20:14991,20:15169"
random_top33_seed240524_k12_042,42,240524,12,prompt_delta_top33,33,"20:321,20:4339,20:5990,20:9001,20:9149,20:11414,20:12313,20:12652,20:12704,20:13882,20:14991,20:15169"
random_top33_seed240524_k12_043,43,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:6289,20:7965,20:8754,20:9135,20:9407,20:12313,20:13060,20:13854,20:14991"
random_top33_seed240524_k12_044,44,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:5990,20:6289,20:8775,20:9001,20:9024,20:9149,20:9407,20:12002,20:14991"
random_top33_seed240524_k12_045,45,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:4339,20:5355,20:5990,20:6169,20:7965,20:8754,20:9149,20:12652,20:12963,20:15169"
random_top33_seed240524_k12_046,46,240524,12,prompt_delta_top33,33,"20:1338,20:3850,20:5355,20:8754,20:9001,20:9024,20:9149,20:9407,20:13060,20:13622,20:13854,20:14991"
random_top33_seed240524_k12_047,47,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:8754,20:8775,20:9001,20:9149,20:11414,20:12652,20:12963,20:13854,20:14991"
random_top33_seed240524_k12_048,48,240524,12,prompt_delta_top33,33,"20:1813,20:6169,20:6289,20:7531,20:7965,20:9024,20:9135,20:9407,20:12652,20:12704,20:13060,20:14991"
random_top33_seed240524_k12_049,49,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:6169,20:8754,20:9024,20:9149,20:11414,20:12002,20:12704,20:13060,20:13622,20:13882"
random_top33_seed240524_k12_050,50,240524,12,prompt_delta_top33,33,"20:1338,20:6289,20:7531,20:9001,20:9024,20:9407,20:11414,20:12002,20:12963,20:13060,20:13854,20:13882"
random_top33_seed240524_k12_051,51,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:4339,20:5990,20:7965,20:9407,20:11414,20:12704,20:13622,20:13854,20:13882,20:14991"
random_top33_seed240524_k12_052,52,240524,12,prompt_delta_top33,33,"20:1813,20:5990,20:6289,20:7531,20:8754,20:9001,20:11545,20:12002,20:12313,20:12652,20:12963,20:13622"
random_top33_seed240524_k12_053,53,240524,12,prompt_delta_top33,33,"20:1100,20:5990,20:8754,20:9001,20:9024,20:9149,20:9407,20:11414,20:12652,20:12704,20:13854,20:15169"
random_top33_seed240524_k12_054,54,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:5990,20:6289,20:7531,20:7965,20:9407,20:12002,20:12652,20:13060,20:13882,20:14991"
random_top33_seed240524_k12_055,55,240524,12,prompt_delta_top33,33,"20:1813,20:3850,20:4339,20:5990,20:6289,20:7531,20:11545,20:12002,20:12704,20:13060,20:13882,20:15169"
random_top33_seed240524_k12_056,56,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:6169,20:9001,20:9024,20:9135,20:9149,20:9407,20:11545,20:13882,20:15169"
random_top33_seed240524_k12_057,57,240524,12,prompt_delta_top33,33,"20:4326,20:5355,20:5990,20:8754,20:8775,20:9024,20:11414,20:11545,20:12002,20:12652,20:12704,20:12963"
random_top33_seed240524_k12_058,58,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:5990,20:6289,20:8754,20:9001,20:9135,20:11545,20:12313,20:12652,20:13854,20:13882"
random_top33_seed240524_k12_059,59,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:4326,20:6169,20:6289,20:8754,20:9135,20:9149,20:12963,20:13622,20:13882"
random_top33_seed240524_k12_060,60,240524,12,prompt_delta_top33,33,"20:3850,20:4339,20:6169,20:9001,20:9135,20:9149,20:12002,20:12313,20:12704,20:12963,20:13854,20:15169"
random_top33_seed240524_k12_061,61,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:5990,20:7965,20:9001,20:11545,20:12313,20:12652,20:12704,20:12963,20:15169"
random_top33_seed240524_k12_062,62,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:8754,20:11414,20:12313,20:12652,20:12704,20:12963,20:13060,20:13622,20:13854,20:15169"
random_top33_seed240524_k12_063,63,240524,12,prompt_delta_top33,33,"20:1338,20:7531,20:7965,20:9149,20:9407,20:11545,20:12002,20:12652,20:13060,20:13854,20:13882,20:14991"
random_top33_seed240524_k12_064,64,240524,12,prompt_delta_top33,33,"20:4339,20:8754,20:9135,20:9149,20:9407,20:12002,20:12313,20:12963,20:13622,20:13854,20:13882,20:14991"
random_top33_seed240524_k12_065,65,240524,12,prompt_delta_top33,33,"20:321,20:4339,20:5990,20:6289,20:7965,20:8775,20:9024,20:9135,20:9407,20:12652,20:13882,20:14991"
random_top33_seed240524_k12_066,66,240524,12,prompt_delta_top33,33,"20:321,20:5355,20:6169,20:6289,20:9135,20:9407,20:11414,20:12002,20:12313,20:13060,20:13854,20:15169"
random_top33_seed240524_k12_067,67,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:5990,20:7531,20:7965,20:9001,20:9024,20:9407,20:11414,20:12704,20:12963"
random_top33_seed240524_k12_068,68,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:6289,20:7531,20:9001,20:11545,20:12313,20:12652,20:12963,20:13060,20:13854,20:13882"
random_top33_seed240524_k12_069,69,240524,12,prompt_delta_top33,33,"20:1100,20:1813,20:4339,20:6289,20:8754,20:9001,20:11414,20:12313,20:12652,20:12963,20:13854,20:15169"
random_top33_seed240524_k12_070,70,240524,12,prompt_delta_top33,33,"20:1100,20:1813,20:4339,20:7965,20:8775,20:9001,20:9024,20:9149,20:11414,20:12313,20:13060,20:13882"
random_top33_seed240524_k12_071,71,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:5990,20:6169,20:9001,20:9024,20:9135,20:12313,20:12704,20:14991,20:15169"
random_top33_seed240524_k12_072,72,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:5990,20:7965,20:9407,20:12002,20:12652,20:12704,20:13622,20:13882,20:15169"
random_top33_seed240524_k12_073,73,240524,12,prompt_delta_top33,33,"20:321,20:4326,20:5355,20:6289,20:7531,20:7965,20:12002,20:12704,20:12963,20:13622,20:14991,20:15169"
random_top33_seed240524_k12_074,74,240524,12,prompt_delta_top33,33,"20:1100,20:6289,20:7965,20:8754,20:9001,20:9024,20:9149,20:11414,20:12002,20:13854,20:13882,20:15169"
random_top33_seed240524_k12_075,75,240524,12,prompt_delta_top33,33,"20:1813,20:4326,20:4339,20:6169,20:7531,20:8775,20:9024,20:9135,20:11414,20:12704,20:13622,20:13882"
random_top33_seed240524_k12_076,76,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:5355,20:5990,20:6289,20:7531,20:9001,20:9024,20:9407,20:11545,20:12704,20:15169"
random_top33_seed240524_k12_077,77,240524,12,prompt_delta_top33,33,"20:4339,20:5355,20:9001,20:9024,20:9149,20:9407,20:11414,20:11545,20:13060,20:13882,20:14991,20:15169"
random_top33_seed240524_k12_078,78,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:6169,20:7965,20:8775,20:11545,20:13060,20:13854,20:13882,20:14991,20:15169"
random_top33_seed240524_k12_079,79,240524,12,prompt_delta_top33,33,"20:3850,20:6169,20:7965,20:8754,20:9001,20:9024,20:9135,20:11545,20:12652,20:12704,20:12963,20:15169"
random_top33_seed240524_k12_080,80,240524,12,prompt_delta_top33,33,"20:1100,20:4339,20:8754,20:9001,20:9024,20:9149,20:9407,20:12002,20:12704,20:13854,20:13882,20:15169"
random_top33_seed240524_k12_081,81,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:5990,20:6169,20:7965,20:8775,20:9001,20:12002,20:12652,20:13060,20:13622"
random_top33_seed240524_k12_082,82,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:5355,20:6169,20:7965,20:8754,20:9024,20:11414,20:11545,20:12704,20:12963,20:13854"
random_top33_seed240524_k12_083,83,240524,12,prompt_delta_top33,33,"20:1338,20:3850,20:4326,20:4339,20:6289,20:7531,20:7965,20:9001,20:9135,20:9149,20:12313,20:13060"
random_top33_seed240524_k12_084,84,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:6169,20:6289,20:7531,20:9135,20:9407,20:11545,20:12704,20:13882,20:15169"
random_top33_seed240524_k12_085,85,240524,12,prompt_delta_top33,33,"20:1813,20:3850,20:4326,20:7531,20:8775,20:9149,20:11414,20:12652,20:12704,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_086,86,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:4326,20:5355,20:5990,20:7531,20:9001,20:12002,20:12313,20:12704,20:15169"
random_top33_seed240524_k12_087,87,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:9001,20:9135,20:12002,20:12313,20:12704,20:12963,20:13060,20:14991,20:15169"
random_top33_seed240524_k12_088,88,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:5355,20:5990,20:7531,20:8775,20:9024,20:9407,20:12313,20:13622,20:13882,20:15169"
random_top33_seed240524_k12_089,89,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:5355,20:6169,20:7531,20:7965,20:9001,20:9407,20:11545,20:12002,20:13622"
random_top33_seed240524_k12_090,90,240524,12,prompt_delta_top33,33,"20:1338,20:4339,20:5355,20:5990,20:7531,20:8775,20:9407,20:11545,20:12002,20:12313,20:13854,20:13882"
random_top33_seed240524_k12_091,91,240524,12,prompt_delta_top33,33,"20:3850,20:5990,20:6169,20:7531,20:8754,20:9001,20:9135,20:11414,20:12313,20:12652,20:12704,20:13882"
random_top33_seed240524_k12_092,92,240524,12,prompt_delta_top33,33,"20:6169,20:7531,20:7965,20:8754,20:9135,20:9407,20:11545,20:12002,20:13060,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_093,93,240524,12,prompt_delta_top33,33,"20:4326,20:5355,20:5990,20:6289,20:8754,20:9001,20:9024,20:11414,20:13854,20:13882,20:14991,20:15169"
random_top33_seed240524_k12_094,94,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:6169,20:6289,20:8754,20:8775,20:12313,20:12704,20:13622,20:13854,20:15169"
random_top33_seed240524_k12_095,95,240524,12,prompt_delta_top33,33,"20:1813,20:4339,20:6169,20:7965,20:8754,20:9135,20:9149,20:9407,20:11414,20:12652,20:13854,20:13882"
random_top33_seed240524_k12_096,96,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:3850,20:4326,20:4339,20:7965,20:11545,20:12002,20:12652,20:12704,20:13882"
random_top33_seed240524_k12_097,97,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:3850,20:4326,20:4339,20:9001,20:9024,20:11414,20:12652,20:12704,20:13854"
random_top33_seed240524_k12_098,98,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:5355,20:6289,20:8754,20:9135,20:9149,20:12963,20:13060,20:13622,20:14991"
random_top33_seed240524_k12_099,99,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:8754,20:8775,20:9001,20:9135,20:9149,20:11545,20:12704,20:13854,20:15169"
random_top33_seed240524_k12_100,100,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:6169,20:9001,20:9024,20:9135,20:11414,20:11545,20:12002,20:12704,20:13882"
random_top33_seed240524_k12_101,101,240524,12,prompt_delta_top33,33,"20:1100,20:5355,20:6169,20:7531,20:7965,20:9135,20:12313,20:12704,20:13060,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_102,102,240524,12,prompt_delta_top33,33,"20:4339,20:5355,20:5990,20:7531,20:7965,20:9024,20:12002,20:12652,20:12704,20:13060,20:13854,20:14991"
random_top33_seed240524_k12_103,103,240524,12,prompt_delta_top33,33,"20:1100,20:1813,20:5355,20:6169,20:7965,20:9149,20:11545,20:12313,20:12652,20:12704,20:13854,20:15169"
random_top33_seed240524_k12_104,104,240524,12,prompt_delta_top33,33,"20:1100,20:1813,20:3850,20:4326,20:4339,20:5355,20:8754,20:9001,20:11545,20:12313,20:12652,20:13854"
random_top33_seed240524_k12_105,105,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:5990,20:6169,20:6289,20:9135,20:9149,20:11545,20:12652,20:14991,20:15169"
random_top33_seed240524_k12_106,106,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:4326,20:5990,20:9135,20:9407,20:11414,20:11545,20:12313,20:13622,20:13882"
random_top33_seed240524_k12_107,107,240524,12,prompt_delta_top33,33,"20:1100,20:1813,20:3850,20:4326,20:5355,20:5990,20:6169,20:9135,20:9149,20:9407,20:12002,20:12652"
random_top33_seed240524_k12_108,108,240524,12,prompt_delta_top33,33,"20:1338,20:5355,20:5990,20:6169,20:6289,20:8754,20:9001,20:9149,20:9407,20:11545,20:13854,20:14991"
random_top33_seed240524_k12_109,109,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:4339,20:6169,20:7531,20:7965,20:9024,20:9407,20:11545,20:12652,20:15169"
random_top33_seed240524_k12_110,110,240524,12,prompt_delta_top33,33,"20:1813,20:4326,20:6169,20:6289,20:7531,20:7965,20:8775,20:9001,20:9024,20:12704,20:13622,20:13882"
random_top33_seed240524_k12_111,111,240524,12,prompt_delta_top33,33,"20:1100,20:4339,20:5990,20:6289,20:9024,20:9135,20:9149,20:9407,20:11545,20:12002,20:12704,20:14991"
random_top33_seed240524_k12_112,112,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:6169,20:6289,20:7531,20:8754,20:9001,20:9024,20:9149,20:12704,20:15169"
random_top33_seed240524_k12_113,113,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:5990,20:6169,20:9024,20:9135,20:11545,20:12313,20:13854,20:13882,20:14991"
random_top33_seed240524_k12_114,114,240524,12,prompt_delta_top33,33,"20:1813,20:3850,20:6169,20:6289,20:7965,20:9024,20:11545,20:12963,20:13060,20:13882,20:14991,20:15169"
random_top33_seed240524_k12_115,115,240524,12,prompt_delta_top33,33,"20:1100,20:3850,20:4339,20:5355,20:6169,20:9001,20:9024,20:12002,20:12963,20:13622,20:13854,20:14991"
random_top33_seed240524_k12_116,116,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:6169,20:6289,20:7965,20:9024,20:9135,20:12002,20:12652,20:13622,20:13854"
random_top33_seed240524_k12_117,117,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:4339,20:7531,20:7965,20:8775,20:9135,20:12002,20:12652,20:13622,20:13854"
random_top33_seed240524_k12_118,118,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:5355,20:6169,20:8754,20:8775,20:9149,20:11545,20:12002,20:12704,20:13060,20:13882"
random_top33_seed240524_k12_119,119,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:4326,20:7965,20:8775,20:9001,20:11545,20:12002,20:12313,20:12652,20:12963"
random_top33_seed240524_k12_120,120,240524,12,prompt_delta_top33,33,"20:3850,20:4326,20:6169,20:7531,20:8754,20:11414,20:12313,20:12652,20:12704,20:13622,20:13854,20:15169"
random_top33_seed240524_k12_121,121,240524,12,prompt_delta_top33,33,"20:4326,20:4339,20:5355,20:6169,20:9001,20:9024,20:9149,20:12652,20:13622,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_122,122,240524,12,prompt_delta_top33,33,"20:321,20:4326,20:4339,20:5355,20:7531,20:7965,20:9024,20:9135,20:11545,20:12704,20:13882,20:14991"
random_top33_seed240524_k12_123,123,240524,12,prompt_delta_top33,33,"20:3850,20:4326,20:6169,20:7531,20:8775,20:9135,20:9149,20:11414,20:11545,20:12704,20:12963,20:14991"
random_top33_seed240524_k12_124,124,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:4339,20:5355,20:6169,20:8754,20:8775,20:9001,20:9024,20:9149,20:14991"
random_top33_seed240524_k12_125,125,240524,12,prompt_delta_top33,33,"20:1100,20:5355,20:5990,20:6169,20:8754,20:9024,20:9135,20:9149,20:9407,20:12313,20:12704,20:13622"
random_top33_seed240524_k12_126,126,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:4326,20:4339,20:6169,20:7965,20:11414,20:12652,20:12704,20:13060,20:15169"
random_top33_seed240524_k12_127,127,240524,12,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:4339,20:11414,20:12002,20:12313,20:12652,20:12704,20:12963,20:13622,20:13854"
random_top33_seed240524_k12_128,128,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:4339,20:8754,20:9149,20:11545,20:12002,20:12313,20:12652,20:13622,20:14991,20:15169"
random_top33_seed240524_k12_129,129,240524,12,prompt_delta_top33,33,"20:321,20:1813,20:6169,20:7531,20:8775,20:9024,20:9149,20:9407,20:12002,20:12652,20:13622,20:15169"
random_top33_seed240524_k12_130,130,240524,12,prompt_delta_top33,33,"20:321,20:4326,20:5355,20:6289,20:7965,20:8754,20:12002,20:12652,20:12704,20:12963,20:13060,20:15169"
random_top33_seed240524_k12_131,131,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:4339,20:5990,20:7531,20:8775,20:9135,20:11545,20:12652,20:12963,20:14991"
random_top33_seed240524_k12_132,132,240524,12,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:4339,20:6289,20:8775,20:9024,20:9135,20:11545,20:12002,20:12652,20:15169"
random_top33_seed240524_k12_133,133,240524,12,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:4326,20:6169,20:7531,20:8775,20:9149,20:9407,20:12002,20:12313,20:12704"
random_top33_seed240524_k12_134,134,240524,12,prompt_delta_top33,33,"20:1100,20:4326,20:6169,20:6289,20:9135,20:9149,20:12002,20:12963,20:13622,20:13854,20:14991,20:15169"
random_top33_seed240524_k12_135,135,240524,12,prompt_delta_top33,33,"20:321,20:4326,20:6169,20:6289,20:7531,20:7965,20:8754,20:9149,20:11414,20:13622,20:13854,20:13882"
random_top33_seed240524_k12_136,136,240524,12,prompt_delta_top33,33,"20:1100,20:1813,20:4339,20:5990,20:6289,20:9001,20:9149,20:9407,20:11545,20:12002,20:13060,20:14991"
random_top33_seed240524_k12_137,137,240524,12,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:4339,20:5355,20:6169,20:11414,20:12002,20:12963,20:13060,20:13622,20:13882"
random_top33_seed240524_k12_138,138,240524,12,prompt_delta_top33,33,"20:1338,20:3850,20:4339,20:6289,20:7531,20:8775,20:9024,20:9135,20:11414,20:12002,20:12313,20:13854"
random_top33_seed240524_k12_139,139,240524,12,prompt_delta_top33,33,"20:3850,20:4339,20:5990,20:6289,20:9001,20:9135,20:11414,20:11545,20:12002,20:12652,20:12704,20:13882"
random_top33_seed240524_k12_140,140,240524,12,prompt_delta_top33,33,"20:4326,20:5990,20:7965,20:8775,20:9024,20:9407,20:12002,20:12704,20:12963,20:13060,20:13854,20:15169"
random_top33_seed240524_k12_141,141,240524,12,prompt_delta_top33,33,"20:1338,20:3850,20:4326,20:5990,20:6289,20:8754,20:8775,20:9001,20:9149,20:11414,20:12002,20:13854"
random_top33_seed240524_k12_142,142,240524,12,prompt_delta_top33,33,"20:1100,20:4339,20:5355,20:6169,20:7531,20:9135,20:11545,20:12313,20:12963,20:13060,20:14991,20:15169"
random_top33_seed240524_k12_143,143,240524,12,prompt_delta_top33,33,"20:1100,20:4339,20:5990,20:8775,20:9149,20:11545,20:12002,20:12313,20:12963,20:13060,20:14991,20:15169"
random_top33_seed240524_k12_144,144,240524,12,prompt_delta_top33,33,"20:321,20:1100,20:3850,20:4326,20:5990,20:9149,20:11414,20:12652,20:13622,20:13854,20:13882,20:14991"
random_top33_seed240524_k12_145,145,240524,12,prompt_delta_top33,33,"20:1100,20:4339,20:6169,20:7531,20:8754,20:9001,20:9135,20:11545,20:12002,20:12652,20:12704,20:13854"
