label,sample_index,seed,sample_size,pool_label,pool_size,features
random_top33_seed240526_k10_036,36,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:7965,20:9001,20:9149,20:11545,20:12652,20:13622,20:14991,20:15169"
random_top33_seed240526_k10_037,37,240526,10,prompt_delta_top33,33,"20:1813,20:3850,20:5355,20:5990,20:7531,20:8754,20:12002,20:12652,20:12963,20:14991"
random_top33_seed240526_k10_038,38,240526,10,prompt_delta_top33,33,"20:4326,20:7531,20:7965,20:11414,20:12652,20:12704,20:13060,20:13622,20:13854,20:13882"
random_top33_seed240526_k10_039,39,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:7531,20:11545,20:12652,20:12704,20:12963,20:13060,20:13622,20:13854"
random_top33_seed240526_k10_040,40,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:5355,20:6169,20:8775,20:9135,20:11545,20:12313,20:12963,20:13882"
random_top33_seed240526_k10_041,41,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:4326,20:6169,20:7531,20:12002,20:12313,20:13854,20:13882,20:14991"
random_top33_seed240526_k10_042,42,240526,10,prompt_delta_top33,33,"20:5355,20:6169,20:9001,20:9149,20:11414,20:12313,20:13622,20:13854,20:14991,20:15169"
random_top33_seed240526_k10_043,43,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:3850,20:5355,20:5990,20:7531,20:8775,20:9149,20:11414,20:12313"
random_top33_seed240526_k10_044,44,240526,10,prompt_delta_top33,33,"20:4326,20:4339,20:5355,20:9001,20:9135,20:9149,20:13060,20:13622,20:13882,20:15169"
random_top33_seed240526_k10_045,45,240526,10,prompt_delta_top33,33,"20:1100,20:5355,20:5990,20:7965,20:9024,20:9407,20:11545,20:12963,20:13622,20:13854"
random_top33_seed240526_k10_046,46,240526,10,prompt_delta_top33,33,"20:1100,20:8775,20:9135,20:9149,20:11414,20:12002,20:12652,20:12963,20:13060,20:14991"
random_top33_seed240526_k10_047,47,240526,10,prompt_delta_top33,33,"20:4326,20:5990,20:6169,20:7531,20:9407,20:12002,20:13060,20:13622,20:13882,20:14991"
random_top33_seed240526_k10_048,48,240526,10,prompt_delta_top33,33,"20:321,20:4326,20:7531,20:9001,20:9407,20:11545,20:12704,20:12963,20:13060,20:15169"
random_top33_seed240526_k10_049,49,240526,10,prompt_delta_top33,33,"20:1338,20:4326,20:4339,20:6169,20:8754,20:9001,20:9407,20:12313,20:12704,20:15169"
random_top33_seed240526_k10_050,50,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:4326,20:4339,20:6289,20:9024,20:11414,20:12002,20:14991"
random_top33_seed240526_k10_051,51,240526,10,prompt_delta_top33,33,"20:1338,20:6289,20:8775,20:11414,20:12002,20:12313,20:12652,20:12704,20:13882,20:15169"
random_top33_seed240526_k10_052,52,240526,10,prompt_delta_top33,33,"20:321,20:5990,20:6289,20:7531,20:9024,20:9407,20:11414,20:13060,20:13622,20:14991"
random_top33_seed240526_k10_053,53,240526,10,prompt_delta_top33,33,"20:1338,20:5990,20:6169,20:7531,20:12002,20:12704,20:12963,20:13882,20:14991,20:15169"
random_top33_seed240526_k10_054,54,240526,10,prompt_delta_top33,33,"20:1100,20:5355,20:5990,20:8754,20:8775,20:9001,20:9024,20:12002,20:12704,20:14991"
random_top33_seed240526_k10_055,55,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:4339,20:6289,20:8754,20:8775,20:9001,20:9024,20:12313,20:13060"
random_top33_seed240526_k10_056,56,240526,10,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:6289,20:7531,20:9149,20:11545,20:12963,20:13854,20:14991"
random_top33_seed240526_k10_057,57,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:5355,20:6289,20:7965,20:9001,20:9135,20:11545,20:12652"
random_top33_seed240526_k10_058,58,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:5355,20:6289,20:8754,20:8775,20:9001,20:9024,20:11545"
random_top33_seed240526_k10_059,59,240526,10,prompt_delta_top33,33,"20:4339,20:6169,20:9135,20:9149,20:9407,20:11545,20:12313,20:13060,20:13854,20:13882"
random_top33_seed240526_k10_060,60,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:4339,20:7965,20:8775,20:9149,20:12002,20:12963,20:15169"
random_top33_seed240526_k10_061,61,240526,10,prompt_delta_top33,33,"20:1338,20:4339,20:7965,20:8754,20:8775,20:9024,20:11414,20:12652,20:12704,20:15169"
random_top33_seed240526_k10_062,62,240526,10,prompt_delta_top33,33,"20:1100,20:3850,20:5355,20:7531,20:8754,20:9001,20:9024,20:12002,20:12704,20:13854"
random_top33_seed240526_k10_063,63,240526,10,prompt_delta_top33,33,"20:3850,20:4326,20:4339,20:5355,20:6169,20:12002,20:12313,20:12652,20:12704,20:15169"
random_top33_seed240526_k10_064,64,240526,10,prompt_delta_top33,33,"20:1813,20:4339,20:5355,20:5990,20:7531,20:8775,20:9149,20:11545,20:12313,20:14991"
random_top33_seed240526_k10_065,65,240526,10,prompt_delta_top33,33,"20:4326,20:7531,20:7965,20:9149,20:12652,20:13060,20:13622,20:13882,20:14991,20:15169"
random_top33_seed240526_k10_066,66,240526,10,prompt_delta_top33,33,"20:1100,20:5990,20:6289,20:7531,20:8775,20:9149,20:12313,20:12652,20:13622,20:14991"
random_top33_seed240526_k10_067,67,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:6289,20:7531,20:9001,20:9149,20:11414,20:12002,20:12313,20:13622"
random_top33_seed240526_k10_068,68,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:4339,20:6169,20:8754,20:8775,20:12652,20:13060,20:15169"
random_top33_seed240526_k10_069,69,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:5990,20:7531,20:8775,20:9001,20:12313,20:12704,20:13854,20:15169"
random_top33_seed240526_k10_070,70,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:7965,20:9001,20:9135,20:11414,20:11545,20:12652,20:12704"
random_top33_seed240526_k10_071,71,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:5990,20:7531,20:7965,20:9001,20:12963,20:14991,20:15169"
random_top33_seed240526_k10_072,72,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:4339,20:5990,20:7531,20:7965,20:8775,20:12652,20:12963,20:14991"
random_top33_seed240526_k10_073,73,240526,10,prompt_delta_top33,33,"20:321,20:4339,20:5990,20:6169,20:8775,20:9001,20:11545,20:12652,20:12704,20:13882"
random_top33_seed240526_k10_074,74,240526,10,prompt_delta_top33,33,"20:1338,20:3850,20:4326,20:6169,20:9135,20:9149,20:11545,20:12704,20:12963,20:13060"
random_top33_seed240526_k10_075,75,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:5355,20:6289,20:9135,20:9149,20:9407,20:12652,20:12704,20:12963"
random_top33_seed240526_k10_076,76,240526,10,prompt_delta_top33,33,"20:321,20:4339,20:5355,20:7965,20:9024,20:9149,20:12652,20:12704,20:13854,20:13882"
random_top33_seed240526_k10_077,77,240526,10,prompt_delta_top33,33,"20:1100,20:4326,20:4339,20:9001,20:9024,20:11414,20:12963,20:13882,20:14991,20:15169"
random_top33_seed240526_k10_078,78,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:3850,20:4339,20:6289,20:7965,20:9407,20:11414,20:11545,20:12002"
random_top33_seed240526_k10_079,79,240526,10,prompt_delta_top33,33,"20:4326,20:5355,20:6169,20:9001,20:9135,20:9149,20:12313,20:12963,20:13882,20:15169"
random_top33_seed240526_k10_080,80,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:6169,20:7965,20:11414,20:12002,20:12652,20:12704,20:13060,20:14991"
random_top33_seed240526_k10_081,81,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:5355,20:5990,20:8754,20:8775,20:11545,20:13882,20:15169"
random_top33_seed240526_k10_082,82,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:4339,20:5355,20:7531,20:9024,20:9149,20:12652,20:12963,20:15169"
random_top33_seed240526_k10_083,83,240526,10,prompt_delta_top33,33,"20:1100,20:3850,20:7531,20:8754,20:8775,20:9149,20:13060,20:13622,20:13854,20:15169"
random_top33_seed240526_k10_084,84,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:5355,20:6169,20:9001,20:9407,20:12652,20:12704,20:13060"
random_top33_seed240526_k10_085,85,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:5990,20:6289,20:9135,20:12313,20:12652,20:12704,20:13854,20:15169"
random_top33_seed240526_k10_086,86,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:6169,20:7531,20:7965,20:8775,20:9024,20:9149,20:12002,20:15169"
random_top33_seed240526_k10_087,87,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:7965,20:8775,20:9407,20:11414,20:11545,20:13882,20:15169"
random_top33_seed240526_k10_088,88,240526,10,prompt_delta_top33,33,"20:1338,20:3850,20:4339,20:6169,20:7531,20:8754,20:8775,20:12002,20:13060,20:14991"
random_top33_seed240526_k10_089,89,240526,10,prompt_delta_top33,33,"20:1813,20:3850,20:5990,20:6289,20:8754,20:9001,20:11414,20:11545,20:12002,20:13854"
random_top33_seed240526_k10_090,90,240526,10,prompt_delta_top33,33,"20:321,20:5990,20:6289,20:7531,20:9024,20:9135,20:12704,20:12963,20:13622,20:15169"
random_top33_seed240526_k10_091,91,240526,10,prompt_delta_top33,33,"20:4326,20:4339,20:5990,20:8754,20:8775,20:9001,20:11545,20:12002,20:12652,20:15169"
random_top33_seed240526_k10_092,92,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:5990,20:7531,20:7965,20:8754,20:8775,20:9135,20:12002,20:13854"
random_top33_seed240526_k10_093,93,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:5355,20:5990,20:6169,20:9024,20:12002,20:12652,20:13622"
random_top33_seed240526_k10_094,94,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:5355,20:6169,20:6289,20:7531,20:9407,20:12313,20:12652,20:15169"
random_top33_seed240526_k10_095,95,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:4326,20:6169,20:7531,20:7965,20:8775,20:13854,20:14991"
random_top33_seed240526_k10_096,96,240526,10,prompt_delta_top33,33,"20:1338,20:3850,20:9407,20:11545,20:12002,20:12313,20:12652,20:12704,20:13622,20:14991"
random_top33_seed240526_k10_097,97,240526,10,prompt_delta_top33,33,"20:1100,20:6289,20:8775,20:9001,20:9135,20:9149,20:11545,20:12652,20:13622,20:13854"
random_top33_seed240526_k10_098,98,240526,10,prompt_delta_top33,33,"20:1813,20:5990,20:6289,20:11414,20:12002,20:12313,20:12652,20:12704,20:12963,20:13060"
random_top33_seed240526_k10_099,99,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:5355,20:7531,20:8775,20:9001,20:9024,20:9135,20:9149,20:13060"
random_top33_seed240526_k10_100,100,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:5355,20:6289,20:7965,20:8775,20:9149,20:13622,20:14991"
random_top33_seed240526_k10_101,101,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:3850,20:6289,20:9001,20:9024,20:12313,20:13060,20:13882"
random_top33_seed240526_k10_102,102,240526,10,prompt_delta_top33,33,"20:1338,20:5355,20:7965,20:8775,20:9135,20:9407,20:11414,20:11545,20:12313,20:12704"
random_top33_seed240526_k10_103,103,240526,10,prompt_delta_top33,33,"20:4339,20:5355,20:6169,20:6289,20:9149,20:12002,20:12704,20:12963,20:13622,20:13854"
random_top33_seed240526_k10_104,104,240526,10,prompt_delta_top33,33,"20:1100,20:3850,20:7965,20:9135,20:9149,20:11545,20:12313,20:12704,20:12963,20:15169"
random_top33_seed240526_k10_105,105,240526,10,prompt_delta_top33,33,"20:1100,20:4326,20:4339,20:8754,20:8775,20:9001,20:9135,20:11545,20:13882,20:15169"
random_top33_seed240526_k10_106,106,240526,10,prompt_delta_top33,33,"20:321,20:4339,20:5990,20:6289,20:8754,20:9135,20:11414,20:12002,20:13060,20:15169"
random_top33_seed240526_k10_107,107,240526,10,prompt_delta_top33,33,"20:4326,20:6289,20:7531,20:7965,20:8775,20:11414,20:12002,20:12652,20:12963,20:15169"
random_top33_seed240526_k10_108,108,240526,10,prompt_delta_top33,33,"20:4339,20:6289,20:7531,20:7965,20:9407,20:12313,20:12704,20:13060,20:13882,20:14991"
random_top33_seed240526_k10_109,109,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:4326,20:4339,20:7965,20:9024,20:12704,20:13060,20:13854,20:13882"
random_top33_seed240526_k10_110,110,240526,10,prompt_delta_top33,33,"20:3850,20:5355,20:7965,20:8775,20:9024,20:11545,20:12704,20:12963,20:13060,20:13622"
random_top33_seed240526_k10_111,111,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:7965,20:8754,20:8775,20:9407,20:12652,20:12704,20:13060,20:14991"
random_top33_seed240526_k10_112,112,240526,10,prompt_delta_top33,33,"20:1338,20:5355,20:6169,20:8775,20:9149,20:11414,20:11545,20:12002,20:12963,20:13854"
random_top33_seed240526_k10_113,113,240526,10,prompt_delta_top33,33,"20:1338,20:5355,20:9135,20:9149,20:9407,20:12002,20:12313,20:12652,20:13622,20:13882"
random_top33_seed240526_k10_114,114,240526,10,prompt_delta_top33,33,"20:1338,20:6169,20:6289,20:8775,20:9149,20:12002,20:12313,20:12652,20:12704,20:15169"
random_top33_seed240526_k10_115,115,240526,10,prompt_delta_top33,33,"20:1813,20:4326,20:4339,20:5990,20:6169,20:9149,20:12704,20:13882,20:14991,20:15169"
random_top33_seed240526_k10_116,116,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:4339,20:7531,20:9001,20:9024,20:9149,20:12704,20:12963,20:13622"
random_top33_seed240526_k10_117,117,240526,10,prompt_delta_top33,33,"20:3850,20:4339,20:5355,20:9135,20:11414,20:11545,20:12313,20:12963,20:13622,20:13854"
random_top33_seed240526_k10_118,118,240526,10,prompt_delta_top33,33,"20:4339,20:5355,20:6169,20:6289,20:7531,20:8754,20:12002,20:12963,20:13882,20:14991"
random_top33_seed240526_k10_119,119,240526,10,prompt_delta_top33,33,"20:4339,20:5990,20:6289,20:7965,20:9001,20:9135,20:12704,20:13060,20:13882,20:15169"
random_top33_seed240526_k10_120,120,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:3850,20:5990,20:8754,20:9001,20:9024,20:11414,20:12652,20:14991"
random_top33_seed240526_k10_121,121,240526,10,prompt_delta_top33,33,"20:1100,20:6169,20:7531,20:9024,20:11545,20:12002,20:12652,20:12704,20:13060,20:13854"
random_top33_seed240526_k10_122,122,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:4339,20:6289,20:7531,20:9001,20:9135,20:9149,20:15169"
random_top33_seed240526_k10_123,123,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:7965,20:8775,20:9001,20:11545,20:12313,20:12704,20:13854,20:14991"
random_top33_seed240526_k10_124,124,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:4339,20:9001,20:9024,20:9135,20:11414,20:12963,20:13854"
random_top33_seed240526_k10_125,125,240526,10,prompt_delta_top33,33,"20:1100,20:4326,20:4339,20:7531,20:7965,20:11414,20:12002,20:12963,20:13854,20:13882"
random_top33_seed240526_k10_126,126,240526,10,prompt_delta_top33,33,"20:1813,20:5990,20:6169,20:6289,20:7531,20:9001,20:9024,20:9407,20:11414,20:12313"
random_top33_seed240526_k10_127,127,240526,10,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:5990,20:7531,20:7965,20:8775,20:9149,20:11414,20:12652"
random_top33_seed240526_k10_128,128,240526,10,prompt_delta_top33,33,"20:321,20:3850,20:6289,20:7531,20:8754,20:9407,20:11414,20:12963,20:13622,20:13882"
random_top33_seed240526_k10_129,129,240526,10,prompt_delta_top33,33,"20:3850,20:4339,20:5355,20:7965,20:8754,20:9149,20:11545,20:12963,20:14991,20:15169"
random_top33_seed240526_k10_130,130,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:4339,20:8775,20:9001,20:12704,20:12963,20:13060,20:15169"
random_top33_seed240526_k10_131,131,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:4339,20:5355,20:6289,20:9149,20:11545,20:12002,20:13060"
random_top33_seed240526_k10_132,132,240526,10,prompt_delta_top33,33,"20:1100,20:4326,20:5355,20:7965,20:9024,20:9135,20:12313,20:12704,20:13882,20:15169"
random_top33_seed240526_k10_133,133,240526,10,prompt_delta_top33,33,"20:321,20:4339,20:5355,20:5990,20:6169,20:7531,20:8754,20:9001,20:9135,20:12652"
random_top33_seed240526_k10_134,134,240526,10,prompt_delta_top33,33,"20:1100,20:4326,20:4339,20:7531,20:8754,20:9024,20:12652,20:12704,20:12963,20:13882"
random_top33_seed240526_k10_135,135,240526,10,prompt_delta_top33,33,"20:1100,20:4339,20:5990,20:8754,20:9001,20:9149,20:9407,20:12002,20:13882,20:15169"
random_top33_seed240526_k10_136,136,240526,10,prompt_delta_top33,33,"20:1100,20:4339,20:5990,20:6289,20:9001,20:9024,20:9135,20:12652,20:12704,20:15169"
random_top33_seed240526_k10_137,137,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:4326,20:7965,20:9024,20:9407,20:12002,20:12313,20:13622,20:15169"
random_top33_seed240526_k10_138,138,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:8754,20:9001,20:9024,20:11545,20:12002,20:13622,20:14991"
random_top33_seed240526_k10_139,139,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:4339,20:6169,20:6289,20:7965,20:9135,20:12002,20:12313,20:13882"
random_top33_seed240526_k10_140,140,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:8775,20:9135,20:9149,20:12313,20:12652,20:12963,20:13060,20:13622"
random_top33_seed240526_k10_141,141,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:6169,20:8754,20:9001,20:9135,20:9149,20:11414,20:12652,20:14991"
random_top33_seed240526_k10_142,142,240526,10,prompt_delta_top33,33,"20:3850,20:4326,20:4339,20:7965,20:8754,20:8775,20:9149,20:11545,20:12313,20:13622"
random_top33_seed240526_k10_143,143,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:6169,20:7531,20:9135,20:9149,20:12652,20:12704,20:13622,20:15169"
random_top33_seed240526_k10_144,144,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:4339,20:9024,20:11414,20:12313,20:13060,20:13622,20:14991"
random_top33_seed240526_k10_145,145,240526,10,prompt_delta_top33,33,"20:1100,20:3850,20:4339,20:5355,20:7531,20:8775,20:9001,20:11414,20:12652,20:14991"
random_top33_seed240526_k10_146,146,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:4326,20:6289,20:8754,20:9024,20:11414,20:12652,20:13622"
random_top33_seed240526_k10_147,147,240526,10,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:4339,20:9149,20:12002,20:13060,20:13622,20:14991,20:15169"
random_top33_seed240526_k10_148,148,240526,10,prompt_delta_top33,33,"20:1100,20:4339,20:6289,20:8775,20:9149,20:9407,20:11545,20:12963,20:13854,20:15169"
random_top33_seed240526_k10_149,149,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:4326,20:6289,20:9001,20:12002,20:12313,20:13060,20:13622"
random_top33_seed240526_k10_150,150,240526,10,prompt_delta_top33,33,"20:5355,20:5990,20:6289,20:7531,20:9407,20:11414,20:12652,20:13854,20:13882,20:14991"
random_top33_seed240526_k10_151,151,240526,10,prompt_delta_top33,33,"20:321,20:7531,20:7965,20:9001,20:9135,20:9149,20:9407,20:13622,20:13854,20:15169"
random_top33_seed240526_k10_152,152,240526,10,prompt_delta_top33,33,"20:4339,20:5990,20:7531,20:9149,20:11414,20:12002,20:12313,20:13060,20:13882,20:15169"
random_top33_seed240526_k10_153,153,240526,10,prompt_delta_top33,33,"20:1100,20:5990,20:6169,20:8775,20:9135,20:9407,20:12002,20:12313,20:12652,20:12963"
random_top33_seed240526_k10_154,154,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:5355,20:7965,20:8775,20:9149,20:12313,20:12652,20:13854,20:15169"
random_top33_seed240526_k10_155,155,240526,10,prompt_delta_top33,33,"20:1100,20:1338,20:5355,20:7531,20:9001,20:11545,20:12002,20:12313,20:13622,20:15169"
random_top33_seed240526_k10_156,156,240526,10,prompt_delta_top33,33,"20:4339,20:5355,20:6169,20:6289,20:8754,20:8775,20:11545,20:12002,20:12963,20:13882"
random_top33_seed240526_k10_157,157,240526,10,prompt_delta_top33,33,"20:1338,20:4326,20:5355,20:6289,20:8754,20:9135,20:11545,20:13882,20:14991,20:15169"
random_top33_seed240526_k10_158,158,240526,10,prompt_delta_top33,33,"20:1100,20:1813,20:6289,20:9407,20:11545,20:12002,20:12652,20:13060,20:13854,20:15169"
random_top33_seed240526_k10_159,159,240526,10,prompt_delta_top33,33,"20:321,20:1338,20:5990,20:9001,20:9024,20:9407,20:12313,20:12652,20:12704,20:13854"
random_top33_seed240526_k10_160,160,240526,10,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:4326,20:7531,20:9407,20:12652,20:12704,20:13882,20:14991"
random_top33_seed240526_k10_161,161,240526,10,prompt_delta_top33,33,"20:1813,20:3850,20:4339,20:6169,20:11545,20:12002,20:12704,20:12963,20:13622,20:14991"
random_top33_seed240526_k10_162,162,240526,10,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:6169,20:6289,20:8775,20:9149,20:12313,20:12704,20:13060"
