label,sample_index,seed,sample_size,pool_label,pool_size,features
random_top33_seed240525_k11_033,33,240525,11,prompt_delta_top33,33,"20:1100,20:4339,20:5355,20:6289,20:7531,20:8754,20:9001,20:12652,20:13060,20:13882,20:14991"
random_top33_seed240525_k11_034,34,240525,11,prompt_delta_top33,33,"20:1813,20:4339,20:5355,20:7965,20:8754,20:11545,20:12313,20:12704,20:12963,20:13882,20:15169"
random_top33_seed240525_k11_035,35,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:4326,20:4339,20:5355,20:9149,20:9407,20:12704,20:13854,20:14991"
random_top33_seed240525_k11_036,36,240525,11,prompt_delta_top33,33,"20:1100,20:4326,20:5355,20:6169,20:8754,20:9135,20:11414,20:12313,20:12963,20:13060,20:13854"
random_top33_seed240525_k11_037,37,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:5355,20:5990,20:6169,20:6289,20:9149,20:11545,20:12002,20:12652,20:13882"
random_top33_seed240525_k11_038,38,240525,11,prompt_delta_top33,33,"20:3850,20:5355,20:5990,20:7531,20:7965,20:8754,20:9149,20:13060,20:13622,20:13854,20:13882"
random_top33_seed240525_k11_039,39,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:4339,20:8754,20:8775,20:9001,20:11414,20:11545,20:13060,20:15169"
random_top33_seed240525_k11_040,40,240525,11,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:4326,20:4339,20:6289,20:7531,20:8775,20:9024,20:13622,20:15169"
random_top33_seed240525_k11_041,41,240525,11,prompt_delta_top33,33,"20:1338,20:7531,20:7965,20:8754,20:11414,20:12313,20:12652,20:13060,20:13622,20:13882,20:15169"
random_top33_seed240525_k11_042,42,240525,11,prompt_delta_top33,33,"20:1338,20:3850,20:4326,20:5355,20:7531,20:8754,20:8775,20:12313,20:12963,20:13060,20:13622"
random_top33_seed240525_k11_043,43,240525,11,prompt_delta_top33,33,"20:4339,20:5990,20:6289,20:7531,20:8775,20:9001,20:9024,20:9135,20:12002,20:13854,20:14991"
random_top33_seed240525_k11_044,44,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:5990,20:6289,20:7531,20:9149,20:11414,20:12002,20:12313,20:13882"
random_top33_seed240525_k11_045,45,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:5990,20:7965,20:9024,20:9407,20:12313,20:12704,20:12963,20:13882,20:15169"
random_top33_seed240525_k11_046,46,240525,11,prompt_delta_top33,33,"20:1813,20:5990,20:6169,20:6289,20:7531,20:8775,20:9024,20:11545,20:12002,20:13622,20:13854"
random_top33_seed240525_k11_047,47,240525,11,prompt_delta_top33,33,"20:3850,20:6169,20:7531,20:9001,20:9024,20:11414,20:12313,20:12704,20:12963,20:13060,20:15169"
random_top33_seed240525_k11_048,48,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:4326,20:4339,20:7965,20:8754,20:12002,20:12963,20:13854,20:13882"
random_top33_seed240525_k11_049,49,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:4326,20:5355,20:9001,20:9407,20:12313,20:12652,20:13854,20:14991,20:15169"
random_top33_seed240525_k11_050,50,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:4339,20:6289,20:8754,20:9024,20:12652,20:13060,20:13882,20:15169"
random_top33_seed240525_k11_051,51,240525,11,prompt_delta_top33,33,"20:4326,20:4339,20:5990,20:8754,20:9149,20:11545,20:12652,20:12704,20:12963,20:13854,20:14991"
random_top33_seed240525_k11_052,52,240525,11,prompt_delta_top33,33,"20:1813,20:5355,20:5990,20:6289,20:7531,20:9001,20:11414,20:11545,20:12963,20:13060,20:13854"
random_top33_seed240525_k11_053,53,240525,11,prompt_delta_top33,33,"20:1338,20:5355,20:6289,20:7965,20:9024,20:11414,20:12313,20:12704,20:12963,20:13622,20:13882"
random_top33_seed240525_k11_054,54,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:4326,20:5355,20:6169,20:9024,20:9135,20:12652,20:12963,20:14991,20:15169"
random_top33_seed240525_k11_055,55,240525,11,prompt_delta_top33,33,"20:321,20:4326,20:4339,20:5990,20:6169,20:7531,20:7965,20:8754,20:11545,20:13882,20:15169"
random_top33_seed240525_k11_056,56,240525,11,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:4339,20:7965,20:9024,20:9149,20:9407,20:11545,20:12963,20:13622"
random_top33_seed240525_k11_057,57,240525,11,prompt_delta_top33,33,"20:1100,20:4339,20:5355,20:6169,20:7965,20:8775,20:9001,20:9024,20:9407,20:12963,20:14991"
random_top33_seed240525_k11_058,58,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:6169,20:7531,20:9135,20:9149,20:11414,20:12313,20:12652,20:12963,20:13060"
random_top33_seed240525_k11_059,59,240525,11,prompt_delta_top33,33,"20:3850,20:4326,20:4339,20:6169,20:9001,20:9024,20:9407,20:12704,20:13622,20:13854,20:15169"
random_top33_seed240525_k11_060,60,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:5355,20:6169,20:9024,20:9135,20:12313,20:12963,20:13622,20:13854,20:15169"
random_top33_seed240525_k11_061,61,240525,11,prompt_delta_top33,33,"20:3850,20:5990,20:7531,20:8754,20:8775,20:9135,20:9407,20:11414,20:12002,20:12704,20:13882"
random_top33_seed240525_k11_062,62,240525,11,prompt_delta_top33,33,"20:1338,20:5355,20:6169,20:8775,20:11414,20:11545,20:12313,20:12704,20:13854,20:14991,20:15169"
random_top33_seed240525_k11_063,63,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:7531,20:8754,20:8775,20:9001,20:9149,20:13060,20:13854,20:14991,20:15169"
random_top33_seed240525_k11_064,64,240525,11,prompt_delta_top33,33,"20:321,20:4339,20:6169,20:8754,20:9001,20:9024,20:12313,20:12652,20:12704,20:13060,20:15169"
random_top33_seed240525_k11_065,65,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:3850,20:6169,20:7965,20:9149,20:12002,20:12652,20:12963,20:13622,20:15169"
random_top33_seed240525_k11_066,66,240525,11,prompt_delta_top33,33,"20:3850,20:5355,20:5990,20:7965,20:9001,20:11414,20:11545,20:12002,20:12313,20:12704,20:12963"
random_top33_seed240525_k11_067,67,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:5990,20:6289,20:9135,20:9149,20:12313,20:12963,20:13060,20:14991,20:15169"
random_top33_seed240525_k11_068,68,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:6289,20:8754,20:9135,20:11545,20:12652,20:12704,20:13060,20:13622,20:14991"
random_top33_seed240525_k11_069,69,240525,11,prompt_delta_top33,33,"20:1338,20:5990,20:6169,20:7531,20:7965,20:9135,20:9407,20:13622,20:13854,20:13882,20:14991"
random_top33_seed240525_k11_070,70,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:3850,20:5990,20:6289,20:9024,20:9149,20:9407,20:11414,20:12313,20:13622"
random_top33_seed240525_k11_071,71,240525,11,prompt_delta_top33,33,"20:1813,20:4326,20:5355,20:7531,20:9135,20:9149,20:9407,20:12002,20:12652,20:12704,20:12963"
random_top33_seed240525_k11_072,72,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:6169,20:7531,20:8754,20:9001,20:9024,20:11414,20:12963,20:13060"
random_top33_seed240525_k11_073,73,240525,11,prompt_delta_top33,33,"20:1338,20:6169,20:8754,20:8775,20:9024,20:9149,20:11414,20:12652,20:12704,20:13622,20:13854"
random_top33_seed240525_k11_074,74,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:6169,20:6289,20:8754,20:8775,20:9024,20:12313,20:12963,20:13060,20:14991"
random_top33_seed240525_k11_075,75,240525,11,prompt_delta_top33,33,"20:1100,20:5355,20:7531,20:8775,20:9001,20:9135,20:9149,20:12313,20:12652,20:12963,20:15169"
random_top33_seed240525_k11_076,76,240525,11,prompt_delta_top33,33,"20:3850,20:4326,20:5355,20:6289,20:9149,20:11545,20:12652,20:13060,20:13854,20:13882,20:14991"
random_top33_seed240525_k11_077,77,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:4339,20:6289,20:7531,20:8754,20:9001,20:9149,20:9407,20:12963,20:13622"
random_top33_seed240525_k11_078,78,240525,11,prompt_delta_top33,33,"20:321,20:1813,20:4326,20:5355,20:7531,20:9001,20:9024,20:12963,20:13622,20:13854,20:14991"
random_top33_seed240525_k11_079,79,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:3850,20:4326,20:5355,20:9024,20:9135,20:12002,20:12313,20:12963,20:13622"
random_top33_seed240525_k11_080,80,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:3850,20:5355,20:6169,20:8754,20:9001,20:9407,20:11414,20:12652,20:12704"
random_top33_seed240525_k11_081,81,240525,11,prompt_delta_top33,33,"20:1100,20:3850,20:6169,20:7965,20:9024,20:9135,20:12652,20:12963,20:13060,20:13882,20:15169"
random_top33_seed240525_k11_082,82,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:5990,20:6169,20:6289,20:7965,20:11545,20:12002,20:12704,20:14991"
random_top33_seed240525_k11_083,83,240525,11,prompt_delta_top33,33,"20:1100,20:4326,20:5990,20:6169,20:6289,20:11414,20:12313,20:12704,20:13622,20:13882,20:15169"
random_top33_seed240525_k11_084,84,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:4326,20:5355,20:6169,20:7531,20:9001,20:9135,20:9407,20:13060"
random_top33_seed240525_k11_085,85,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:1338,20:1813,20:7965,20:9001,20:9135,20:9149,20:12313,20:12963,20:13060"
random_top33_seed240525_k11_086,86,240525,11,prompt_delta_top33,33,"20:1813,20:7965,20:8754,20:9024,20:9135,20:9407,20:12313,20:12963,20:13622,20:13854,20:15169"
random_top33_seed240525_k11_087,87,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:5355,20:8775,20:9135,20:11545,20:12002,20:12704,20:12963,20:13622,20:15169"
random_top33_seed240525_k11_088,88,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:4326,20:5355,20:6169,20:12002,20:12313,20:12704,20:13060,20:14991"
random_top33_seed240525_k11_089,89,240525,11,prompt_delta_top33,33,"20:321,20:6289,20:7531,20:9001,20:9149,20:11414,20:11545,20:12002,20:12652,20:12704,20:13622"
random_top33_seed240525_k11_090,90,240525,11,prompt_delta_top33,33,"20:321,20:5990,20:6169,20:9001,20:9024,20:9135,20:9149,20:12002,20:13060,20:14991,20:15169"
random_top33_seed240525_k11_091,91,240525,11,prompt_delta_top33,33,"20:1100,20:3850,20:4326,20:4339,20:5990,20:6289,20:7531,20:9001,20:12313,20:14991,20:15169"
random_top33_seed240525_k11_092,92,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:3850,20:4339,20:5990,20:6169,20:7965,20:9001,20:9149,20:11414"
random_top33_seed240525_k11_093,93,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:4339,20:5355,20:7531,20:8775,20:9001,20:9135,20:9407,20:12704"
random_top33_seed240525_k11_094,94,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:5355,20:6169,20:9024,20:9407,20:11414,20:12002,20:13882,20:14991"
random_top33_seed240525_k11_095,95,240525,11,prompt_delta_top33,33,"20:1338,20:5990,20:7965,20:9149,20:11545,20:12313,20:12963,20:13060,20:13622,20:14991,20:15169"
random_top33_seed240525_k11_096,96,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:4326,20:9024,20:9135,20:11414,20:12002,20:12652,20:12704,20:13622"
random_top33_seed240525_k11_097,97,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:4326,20:5355,20:5990,20:7965,20:8775,20:11545,20:12963,20:15169"
random_top33_seed240525_k11_098,98,240525,11,prompt_delta_top33,33,"20:1338,20:5355,20:5990,20:6169,20:6289,20:9001,20:9024,20:12704,20:12963,20:13854,20:15169"
random_top33_seed240525_k11_099,99,240525,11,prompt_delta_top33,33,"20:3850,20:4326,20:4339,20:6169,20:7531,20:8754,20:8775,20:12652,20:12704,20:13060,20:13622"
random_top33_seed240525_k11_100,100,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:3850,20:4339,20:7531,20:9024,20:11545,20:12313,20:13622,20:13882"
random_top33_seed240525_k11_101,101,240525,11,prompt_delta_top33,33,"20:1100,20:4326,20:8775,20:9024,20:9149,20:11414,20:11545,20:12313,20:12704,20:13854,20:13882"
random_top33_seed240525_k11_102,102,240525,11,prompt_delta_top33,33,"20:5355,20:6169,20:7965,20:8754,20:9001,20:11414,20:11545,20:12313,20:12963,20:13060,20:14991"
random_top33_seed240525_k11_103,103,240525,11,prompt_delta_top33,33,"20:1338,20:5355,20:6289,20:7531,20:8775,20:9001,20:9149,20:11414,20:12652,20:13854,20:15169"
random_top33_seed240525_k11_104,104,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:4326,20:6169,20:6289,20:7531,20:8754,20:9135,20:12963,20:13854,20:13882"
random_top33_seed240525_k11_105,105,240525,11,prompt_delta_top33,33,"20:1338,20:5355,20:6169,20:9024,20:9135,20:9149,20:12704,20:12963,20:13060,20:13622,20:13882"
random_top33_seed240525_k11_106,106,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:4326,20:4339,20:5355,20:7531,20:7965,20:8754,20:9135,20:12704,20:12963"
random_top33_seed240525_k11_107,107,240525,11,prompt_delta_top33,33,"20:4326,20:5355,20:6169,20:7531,20:8754,20:9001,20:9407,20:12002,20:13060,20:13854,20:15169"
random_top33_seed240525_k11_108,108,240525,11,prompt_delta_top33,33,"20:1813,20:4326,20:7965,20:8754,20:8775,20:9001,20:9024,20:9149,20:11545,20:12704,20:13622"
random_top33_seed240525_k11_109,109,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:5355,20:5990,20:6169,20:7531,20:9001,20:9024,20:11414,20:12002,20:13882"
random_top33_seed240525_k11_110,110,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:4339,20:5990,20:8775,20:9135,20:12313,20:12963,20:13854,20:14991"
random_top33_seed240525_k11_111,111,240525,11,prompt_delta_top33,33,"20:1100,20:5355,20:8754,20:8775,20:9001,20:9024,20:9407,20:11414,20:12963,20:13622,20:15169"
random_top33_seed240525_k11_112,112,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:6289,20:8754,20:8775,20:9149,20:11414,20:11545,20:12652,20:13622,20:14991"
random_top33_seed240525_k11_113,113,240525,11,prompt_delta_top33,33,"20:321,20:6169,20:7531,20:9135,20:9407,20:11414,20:11545,20:12313,20:12652,20:13622,20:15169"
random_top33_seed240525_k11_114,114,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:6169,20:8754,20:9001,20:9407,20:11545,20:12704,20:13060,20:13622,20:15169"
random_top33_seed240525_k11_115,115,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:6169,20:8754,20:9135,20:11545,20:13622,20:13854,20:13882,20:15169"
random_top33_seed240525_k11_116,116,240525,11,prompt_delta_top33,33,"20:1338,20:1813,20:3850,20:6169,20:6289,20:9407,20:11414,20:11545,20:12963,20:13060,20:13882"
random_top33_seed240525_k11_117,117,240525,11,prompt_delta_top33,33,"20:1338,20:4326,20:6289,20:8754,20:9135,20:9149,20:12002,20:12652,20:12704,20:13060,20:13854"
random_top33_seed240525_k11_118,118,240525,11,prompt_delta_top33,33,"20:321,20:4339,20:5990,20:6169,20:7531,20:8775,20:9407,20:12002,20:13854,20:13882,20:15169"
random_top33_seed240525_k11_119,119,240525,11,prompt_delta_top33,33,"20:1813,20:4326,20:7531,20:9001,20:12002,20:12704,20:13060,20:13622,20:13882,20:14991,20:15169"
random_top33_seed240525_k11_120,120,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:6289,20:7965,20:11414,20:12313,20:12704,20:12963,20:13622,20:13854"
random_top33_seed240525_k11_121,121,240525,11,prompt_delta_top33,33,"20:1100,20:6169,20:7531,20:9001,20:9135,20:9149,20:11414,20:12313,20:13622,20:13854,20:14991"
random_top33_seed240525_k11_122,122,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:5990,20:9001,20:9024,20:9135,20:12002,20:13622,20:13854,20:14991"
random_top33_seed240525_k11_123,123,240525,11,prompt_delta_top33,33,"20:3850,20:4326,20:4339,20:5355,20:8754,20:9001,20:11414,20:11545,20:12002,20:12313,20:12963"
random_top33_seed240525_k11_124,124,240525,11,prompt_delta_top33,33,"20:5990,20:6289,20:7965,20:9024,20:9135,20:11545,20:12652,20:13060,20:13854,20:13882,20:15169"
random_top33_seed240525_k11_125,125,240525,11,prompt_delta_top33,33,"20:1100,20:5355,20:7531,20:7965,20:8775,20:9149,20:12002,20:12652,20:12963,20:13882,20:15169"
random_top33_seed240525_k11_126,126,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:1813,20:5990,20:6289,20:8754,20:9024,20:9135,20:11545,20:13060,20:15169"
random_top33_seed240525_k11_127,127,240525,11,prompt_delta_top33,33,"20:1813,20:4326,20:5990,20:6169,20:8754,20:9001,20:9149,20:12002,20:12313,20:12704,20:14991"
random_top33_seed240525_k11_128,128,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:5355,20:8754,20:8775,20:11414,20:12313,20:12704,20:12963,20:13622,20:13882"
random_top33_seed240525_k11_129,129,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:5355,20:6169,20:7531,20:7965,20:11414,20:12313,20:12963,20:15169"
random_top33_seed240525_k11_130,130,240525,11,prompt_delta_top33,33,"20:4339,20:5355,20:6289,20:7531,20:9135,20:12002,20:12313,20:12652,20:13882,20:14991,20:15169"
random_top33_seed240525_k11_131,131,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:3850,20:5355,20:8775,20:9024,20:9149,20:11414,20:12704,20:12963,20:13060"
random_top33_seed240525_k11_132,132,240525,11,prompt_delta_top33,33,"20:1338,20:4339,20:6169,20:6289,20:7965,20:9024,20:9149,20:11545,20:12002,20:13622,20:15169"
random_top33_seed240525_k11_133,133,240525,11,prompt_delta_top33,33,"20:321,20:1100,20:1813,20:4339,20:7531,20:8754,20:9001,20:9149,20:11545,20:13060,20:13854"
random_top33_seed240525_k11_134,134,240525,11,prompt_delta_top33,33,"20:1338,20:4326,20:5990,20:7965,20:9407,20:11414,20:12313,20:12704,20:12963,20:13060,20:13622"
random_top33_seed240525_k11_135,135,240525,11,prompt_delta_top33,33,"20:1338,20:3850,20:4339,20:6289,20:8775,20:9149,20:9407,20:12704,20:13622,20:13854,20:13882"
random_top33_seed240525_k11_136,136,240525,11,prompt_delta_top33,33,"20:1338,20:3850,20:5990,20:6289,20:8754,20:8775,20:9024,20:9149,20:11414,20:12652,20:13622"
random_top33_seed240525_k11_137,137,240525,11,prompt_delta_top33,33,"20:1100,20:6169,20:7531,20:9001,20:9135,20:9407,20:11545,20:12963,20:13060,20:13882,20:15169"
random_top33_seed240525_k11_138,138,240525,11,prompt_delta_top33,33,"20:321,20:1338,20:4326,20:5355,20:6169,20:6289,20:7965,20:9001,20:12002,20:12963,20:14991"
random_top33_seed240525_k11_139,139,240525,11,prompt_delta_top33,33,"20:4339,20:5990,20:7531,20:8754,20:11414,20:12652,20:12704,20:13622,20:13854,20:14991,20:15169"
random_top33_seed240525_k11_140,140,240525,11,prompt_delta_top33,33,"20:1813,20:6169,20:6289,20:7531,20:8775,20:9407,20:12652,20:13060,20:13622,20:14991,20:15169"
random_top33_seed240525_k11_141,141,240525,11,prompt_delta_top33,33,"20:4326,20:5355,20:5990,20:7531,20:7965,20:9024,20:9149,20:12313,20:12704,20:13060,20:13622"
random_top33_seed240525_k11_142,142,240525,11,prompt_delta_top33,33,"20:1338,20:4326,20:5990,20:7531,20:9024,20:9149,20:9407,20:11545,20:12652,20:13060,20:13854"
random_top33_seed240525_k11_143,143,240525,11,prompt_delta_top33,33,"20:321,20:5355,20:6169,20:7531,20:8754,20:8775,20:9001,20:9149,20:12704,20:13060,20:13882"
random_top33_seed240525_k11_144,144,240525,11,prompt_delta_top33,33,"20:6169,20:7531,20:8754,20:8775,20:9001,20:9024,20:9149,20:11414,20:11545,20:13622,20:13854"
random_top33_seed240525_k11_145,145,240525,11,prompt_delta_top33,33,"20:321,20:1813,20:3850,20:4326,20:6289,20:8775,20:9135,20:12704,20:13622,20:13854,20:15169"
random_top33_seed240525_k11_146,146,240525,11,prompt_delta_top33,33,"20:1100,20:3850,20:5990,20:6289,20:7531,20:7965,20:8754,20:9001,20:9407,20:11545,20:13882"
random_top33_seed240525_k11_147,147,240525,11,prompt_delta_top33,33,"20:1813,20:5990,20:6169,20:6289,20:8754,20:9001,20:12313,20:12704,20:13060,20:13854,20:13882"
random_top33_seed240525_k11_148,148,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:1813,20:7531,20:8775,20:11414,20:12002,20:12313,20:12704,20:12963,20:13882"
random_top33_seed240525_k11_149,149,240525,11,prompt_delta_top33,33,"20:4326,20:4339,20:7531,20:7965,20:9135,20:9149,20:12002,20:12313,20:12652,20:12704,20:12963"
random_top33_seed240525_k11_150,150,240525,11,prompt_delta_top33,33,"20:321,20:3850,20:4326,20:5990,20:6169,20:7531,20:8754,20:9001,20:9024,20:12963,20:13060"
random_top33_seed240525_k11_151,151,240525,11,prompt_delta_top33,33,"20:321,20:4339,20:6169,20:8754,20:9001,20:9024,20:12652,20:12704,20:13060,20:13622,20:13854"
random_top33_seed240525_k11_152,152,240525,11,prompt_delta_top33,33,"20:1100,20:1813,20:4339,20:5990,20:7531,20:7965,20:9149,20:11545,20:12002,20:12704,20:14991"
random_top33_seed240525_k11_153,153,240525,11,prompt_delta_top33,33,"20:1100,20:1338,20:3850,20:6169,20:7531,20:9001,20:9024,20:9135,20:11414,20:11545,20:15169"
