base_layer_patched_loss,layer,loss_increase,original_loss,source_expert,target_model,task
0.32522475719451904,29,0.014246150851249695,0.31097860634326935,expert_polite,merge_arith_polite,polite
1.4146297574043274,0,0.024552106857299805,1.3900776505470276,expert_arith,merge_arith_refusal,arith
0.3239639401435852,0,0.006875708699226379,0.3170882314443588,expert_refusal,merge_arith_refusal,refusal
1.4220471382141113,5,0.03196948766708374,1.3900776505470276,expert_arith,merge_arith_refusal,arith
0.32079800963401794,5,0.0037097781896591187,0.3170882314443588,expert_refusal,merge_arith_refusal,refusal
1.4533461332321167,10,0.06326848268508911,1.3900776505470276,expert_arith,merge_arith_refusal,arith
0.3285817503929138,10,0.011493518948554993,0.3170882314443588,expert_refusal,merge_arith_refusal,refusal
1.4577687978744507,15,0.0676911473274231,1.3900776505470276,expert_arith,merge_arith_refusal,arith
0.3300612270832062,15,0.012972995638847351,0.3170882314443588,expert_refusal,merge_arith_refusal,refusal
1.4207514524459839,20,0.0306738018989563,1.3900776505470276,expert_arith,merge_arith_refusal,arith
0.33292481303215027,20,0.015836581587791443,0.3170882314443588,expert_refusal,merge_arith_refusal,refusal
1.4007169008255005,25,0.0106392502784729,1.3900776505470276,expert_arith,merge_arith_refusal,arith
0.33094322681427,25,0.013854995369911194,0.3170882314443588,expert_refusal,merge_arith_refusal,refusal
1.4336436986923218,29,0.04356604814529419,1.3900776505470276,expert_arith,merge_arith_refusal,arith
0.3642220050096512,29,0.04713377356529236,0.3170882314443588,expert_refusal,merge_arith_refusal,refusal
0.3108573853969574,0,0.009862497448921204,0.3009948879480362,expert_polite,merge_polite_refusal,polite
0.3334468752145767,0,0.00756661593914032,0.3258802592754364,expert_refusal,merge_polite_refusal,refusal
0.30258266627788544,5,0.0015877783298492432,0.3009948879480362,expert_polite,merge_polite_refusal,polite
0.32749229669570923,5,0.0016120374202728271,0.3258802592754364,expert_refusal,merge_polite_refusal,refusal
0.30766408145427704,10,0.006669193506240845,0.3009948879480362,expert_polite,merge_polite_refusal,polite
0.3281888961791992,10,0.0023086369037628174,0.3258802592754364,expert_refusal,merge_polite_refusal,refusal
0.3133837431669235,15,0.012388855218887329,0.3009948879480362,expert_polite,merge_polite_refusal,polite
0.3241291046142578,15,-0.0017511546611785889,0.3258802592754364,expert_refusal,merge_polite_refusal,refusal
0.31048063933849335,20,0.009485751390457153,0.3009948879480362,expert_polite,merge_polite_refusal,polite
0.3377911150455475,20,0.011910855770111084,0.3258802592754364,expert_refusal,merge_polite_refusal,refusal
0.30621732771396637,25,0.005222439765930176,0.3009948879480362,expert_polite,merge_polite_refusal,polite
0.3231450468301773,25,-0.0027352124452590942,0.3258802592754364,expert_refusal,merge_polite_refusal,refusal
0.31177210807800293,29,0.010777220129966736,0.3009948879480362,expert_polite,merge_polite_refusal,polite
0.342698410153389,29,0.016818150877952576,0.3258802592754364,expert_refusal,merge_polite_refusal,refusal
