delta_norm_per_token,group,layer,mask,n_tokens,pca_energy_fraction,pca_norm_per_token,residual_energy_fraction,residual_norm_per_token,top1024_energy_fraction,top256_energy_fraction,top512_energy_fraction,top64_energy_fraction
32.70406115708227,one_time_code,21,target,13,0.5788932348297957,24.882895942249444,0.4211069203080732,21.222565151789325,0.8345201986637609,0.3235930288391818,0.53621892739269,0.10894164305505351
28.9965556906027,one_time_code,22,all,57,0.7532083441892042,25.16540796428915,0.24679181688146878,14.404951209128651,0.7920771748336692,0.27209632696084773,0.4701994905980744,0.07966918202993116
37.8053598571104,one_time_code,22,target,13,0.607937738177526,29.476976012029244,0.39206255923066025,23.671787937988547,0.8329161926878916,0.3238228351008817,0.5347590011977543,0.11225360324780172
31.443103455688473,one_time_code,23,all,57,0.789976583853989,27.946827468944118,0.21002346545978354,14.409845179639678,0.7925653489544529,0.26380641490329065,0.46701875247062274,0.07918125578454707
36.341906936644065,one_time_code,23,target,13,0.6151339336033209,28.50313006605242,0.384866213142218,22.545641930121402,0.838322748246493,0.325556092772018,0.5338540606994732,0.11003959042108982
10.309681393478726,permission_slip,16,all,52,0.8203408172136988,9.337753490981768,0.17965945420659638,4.369887758951591,0.7983208192822271,0.28090243003657717,0.47913373844152934,0.09288766939318871
14.718191006760568,permission_slip,16,target,13,0.8064569532968704,13.21736946836028,0.1935432934244978,6.475055543730702,0.8376548384541324,0.3260768620907574,0.5352917207780429,0.10936314525665418
13.103814318616847,permission_slip,17,all,52,0.8349554793982306,11.973728047960986,0.1650446545128877,5.3235147528800635,0.7983934783804378,0.27174800715101577,0.47398248963510886,0.08748526660833587
19.666505746274666,permission_slip,17,target,13,0.8164212876133656,17.76987461428061,0.1835788800315656,8.426331900730753,0.830339257272921,0.31804805711262996,0.528366670521614,0.110854207195262
14.921087492462418,permission_slip,18,all,52,0.8245608119782544,13.54914287134661,0.1754392368869264,6.2497672187725115,0.7851472607765225,0.26371347594854494,0.46030402829654826,0.083348652836496
22.529763780580822,permission_slip,18,target,13,0.8050913759593622,20.21525507218909,0.1949087571842909,9.946546433688717,0.8252655333799223,0.30871867870510333,0.5177312084587888,0.10099593316317225
19.747752385793184,permission_slip,19,all,52,0.8545314818719293,18.254994508603993,0.14546866985478382,7.531862913706664,0.7683419789199989,0.24783522630116603,0.4413529424390911,0.07424429923494101
29.282793557115514,permission_slip,19,target,13,0.8322346541500262,26.71378360451241,0.16776544387734207,11.993992166773886,0.8113546997096772,0.29379820783892713,0.5021442927020062,0.09753927054884294
20.493586139008336,permission_slip,20,all,52,0.8272739073038129,18.639859086455523,0.17272623852038316,8.517205370208785,0.7831027514102228,0.2655913420587671,0.4613650145356793,0.08383209106134663
29.80980509067244,permission_slip,20,target,13,0.8019215713481458,26.694702451502565,0.1980787239647561,13.267162582553112,0.8211562045838213,0.30519597691804723,0.5139374167194459,0.09779017977326411
25.81024081104525,permission_slip,21,all,52,0.8307743300761133,23.52521444812227,0.16922583190185475,10.61757617343195,0.790018118539441,0.2656916663929771,0.46534427634600767,0.08391693621434115
36.64530554671856,permission_slip,21,target,13,0.8040529537822306,32.85947898332657,0.19594716012309182,16.221381338149993,0.822829718916066,0.3008036240178728,0.5112323393677449,0.09834004910254233
30.64408049940554,permission_slip,22,all,52,0.8689384742956785,28.565452501610952,0.13106178395924092,11.093909840495138,0.7811686693541441,0.2547431691786127,0.4540098287701786,0.07686606869874213
40.32943980998602,permission_slip,22,target,13,0.8167468886880431,36.447348039419275,0.18325358085488513,17.26427814810862,0.816866681555991,0.2942640470753665,0.5046349134756241,0.09456805622145521
33.494207037356894,permission_slip,23,all,52,0.8785998777681077,31.395345716516314,0.12140024056011331,11.670231580807307,0.7923112980653625,0.2650907719307758,0.46420281360218446,0.08163718908874545
40.23415057986156,permission_slip,23,target,13,0.8163740544117131,36.35293114239803,0.1836262580260683,17.24099115507056,0.8228102328557104,0.29917972076335436,0.5092557486026604,0.09414213859015057
9.7170504814908,tracking_original,16,all,55,0.8177623463547892,8.787149469393652,0.18223790583732005,4.148143931281101,0.7993995222282411,0.283958036424432,0.48312426406493586,0.093368023883777
13.531032752820058,tracking_original,16,target,13,0.8117106478059535,12.190782046075531,0.18828958180495492,5.871432746967999,0.8350109001996043,0.3166872230289143,0.5254406643342564,0.10234619725102242
12.119686759554007,tracking_original,17,all,55,0.8337435303940585,11.066432359225322,0.16625658521751444,4.941750597734991,0.7915773085690406,0.26126427493533894,0.4635782109506048,0.08254298763204755
17.795437780652374,tracking_original,17,target,13,0.8198836994693927,16.113311484191286,0.18011642510748568,7.552406124488192,0.834464598009965,0.3139837240013074,0.5253625629827029,0.10123606184093627
14.200217950579946,tracking_original,18,all,55,0.8338530998228373,12.967008154114085,0.16614694287981363,5.7881687938361495,0.7882265990993665,0.2698169341834166,0.4652709167644761,0.08884678609648264
21.442907167811207,tracking_original,18,target,13,0.824969841595927,19.47613165284952,0.1750302894492696,8.970987900036238,0.8284623260006823,0.3175147975684072,0.5244040891998065,0.10534794357594936
19.072186222285342,tracking_original,19,all,55,0.8630185070388512,17.71783011097731,0.13698167467603597,7.058813608146601,0.7681206831073946,0.2539571894613425,0.44738262897607,0.07707705343798063
28.577022018764605,tracking_original,19,target,13,0.8517089821981088,26.37318511553615,0.1482911643121134,11.00460876040733,0.8186602384071505,0.3045009065084253,0.5102678680446641,0.10473354374617463
19.993549790450324,tracking_original,20,all,55,0.8305476190186728,18.220998707953015,0.16945253360624934,8.230267329715815,0.7864202673957981,0.27345530058314554,0.47109495978799487,0.08937532710072381
29.51983374967793,tracking_original,20,target,13,0.8217860727327493,26.760442820028178,0.17821423837721656,12.46192424115372,0.8224817367655729,0.3096047598680613,0.5164356718521116,0.10491015630352389
25.15820100868431,tracking_original,21,all,55,0.8325453896016167,22.955330123971535,0.16745476040796917,10.295046956628127,0.7872635765366975,0.26830889947328984,0.47077174068595057,0.08542889809030305
36.51458239787953,tracking_original,21,target,13,0.8175709903982071,33.01635113744829,0.1824291225154087,15.59600704698602,0.817564254627013,0.2961192806250608,0.5034943231816722,0.09621069288840078
29.913439966316293,tracking_original,22,all,55,0.8663880405467528,27.843420288227875,0.13361218571853417,10.934259908051892,0.7847798658941547,0.2518908120554113,0.450838568748148,0.07485909681071418
40.38918705655369,tracking_original,22,target,13,0.8256285148116813,36.69927238151587,0.17437189657541405,16.86566064068576,0.8159902987954721,0.2909273037980994,0.5034899515154558,0.0888708164612936
33.005367831813444,tracking_original,23,all,55,0.8732947670871812,30.843596007653186,0.1267053365389322,11.74848943122218,0.7951839457373319,0.2734925645539929,0.4719160327764658,0.08837472646228459
41.03354096702453,tracking_original,23,target,13,0.8177196569122837,37.10575004040742,0.18228062596623598,17.518997532062507,0.8275802298251633,0.29952080836145,0.5123767570841306,0.09543956041396687
