bundle,feature_ids,layer,selected_features
random_seed240524_top33_k14_020,"1100,1813,3850,4339,5355,5990,8775,9001,11414,12002,12313,12652,13060,13854",20,14
random_seed240524_top33_k14_021,"321,1100,1813,3850,5355,5990,6289,7965,9149,9407,11545,13622,13854,13882",20,14
random_seed240524_top33_k14_022,"321,1813,3850,5355,5990,6289,7965,9024,11414,11545,12002,12652,13060,13622",20,14
random_seed240524_top33_k14_023,"1338,4326,5990,7531,7965,8775,9024,9149,9407,12002,12963,13622,13854,13882",20,14
random_seed240524_top33_k14_024,"1100,1338,3850,4326,4339,5990,6169,6289,9024,11545,12704,13622,13882,15169",20,14
random_seed240524_top33_k14_025,"3850,4326,6289,7531,9024,9149,9407,12313,12652,12704,12963,13060,13622,14991",20,14
random_seed240524_top33_k14_026,"321,3850,4339,7531,9024,9135,9407,11545,12002,12313,12652,12963,13882,14991",20,14
random_seed240524_top33_k14_027,"1338,3850,4339,6169,7531,8754,9024,9135,9407,12652,12963,13060,13622,13854",20,14
random_seed240524_top33_k14_028,"321,1100,1813,3850,4339,7965,8775,9001,9149,11545,13060,13854,14991,15169",20,14
random_seed240524_top33_k14_029,"1338,5990,6169,6289,7531,8775,9024,9135,9149,12313,12652,13060,13882,14991",20,14
random_seed240524_top33_k14_030,"1100,3850,4326,4339,6169,9024,9149,9407,11545,12313,12652,12963,13882,15169",20,14
random_seed240524_top33_k14_031,"1100,4326,5990,6289,7531,7965,8754,8775,9001,9024,9149,11414,12313,13854",20,14
random_seed240524_top33_k14_032,"321,1100,3850,6289,7965,12002,12652,12963,13060,13622,13854,13882,14991,15169",20,14
random_seed240524_top33_k14_033,"321,4326,6169,7965,8754,8775,9001,9024,9135,11414,12313,12963,13854,15169",20,14
random_seed240524_top33_k14_034,"321,1338,3850,7531,9001,9135,11414,11545,12002,12313,12652,13622,14991,15169",20,14
random_seed240524_top33_k14_035,"1100,1338,4339,5990,7965,9001,9024,11414,11545,12652,12704,13622,14991,15169",20,14
random_seed240524_top33_k14_036,"321,1338,1813,3850,6289,7965,8754,9024,9135,9149,9407,13060,13854,14991",20,14
random_seed240524_top33_k14_037,"1338,1813,4326,4339,6289,7531,7965,8754,9135,9149,12313,12963,13854,13882",20,14
random_seed240524_top33_k14_038,"1100,1813,3850,5355,8754,9135,11545,12002,12313,12704,13060,13622,13854,15169",20,14
random_seed240524_top33_k14_039,"1100,1338,1813,3850,6289,7531,8754,8775,9149,11414,12313,12963,13854,14991",20,14
random_seed240524_top33_k14_040,"5990,6169,6289,7531,7965,8754,9135,9407,11414,12313,12652,12704,13060,14991",20,14
random_seed240524_top33_k14_041,"321,1338,6169,6289,8754,9024,9135,9149,12313,12652,12704,13060,13622,13882",20,14
random_seed240524_top33_k14_042,"1338,4326,5355,5990,6169,6289,7531,9024,9407,11414,12002,12652,13060,13882",20,14
random_seed240524_top33_k14_043,"1100,1338,1813,6289,7531,7965,9001,9407,11545,12313,12704,13622,13854,13882",20,14
random_seed240524_top33_k14_044,"1100,1813,5355,6289,8754,9001,9024,9135,11414,11545,12652,12963,13882,15169",20,14
random_seed240524_top33_k14_045,"1100,1813,3850,4339,6289,7531,7965,9407,11545,12002,12313,13060,13882,14991",20,14
random_seed240524_top33_k14_046,"1100,1813,3850,5990,6289,9024,9407,11545,12652,12704,13060,13854,13882,15169",20,14
random_seed240524_top33_k14_047,"321,1100,1813,5990,6169,7531,8754,9001,9024,12652,12704,12963,13622,15169",20,14
random_seed240524_top33_k14_048,"1813,3850,4326,5990,6289,8754,8775,9001,9024,11414,11545,12313,12704,13854",20,14
random_seed240524_top33_k14_049,"321,3850,4326,5990,6169,6289,7531,8754,9024,9135,12652,12963,13854,13882",20,14
random_seed240524_top33_k14_050,"3850,4339,6169,8775,9001,9135,9149,12002,12313,12652,12704,12963,13854,15169",20,14
random_seed240524_top33_k14_051,"1813,3850,4326,5990,7965,8775,12002,12313,12704,12963,13060,13854,13882,15169",20,14
random_seed240524_top33_k14_052,"1100,1338,6169,6289,7531,9149,11414,11545,12002,12704,13060,13882,14991,15169",20,14
random_seed240524_top33_k14_053,"321,1813,3850,4339,6289,8754,9135,9149,9407,12652,12704,12963,13882,14991",20,14
random_seed240524_top33_k14_054,"321,4339,5990,6289,7531,7965,8775,9024,9135,9407,12652,13854,13882,14991",20,14
random_seed240524_top33_k14_055,"1338,4326,5355,6289,9024,9135,9407,11414,12002,12963,13060,13854,13882,14991",20,14
random_seed240524_top33_k14_056,"1100,1813,3850,7965,8775,9001,9135,11414,11545,12002,12963,13060,13854,13882",20,14
random_seed240524_top33_k14_057,"1338,4339,5990,6169,7531,8754,9149,11414,12313,12652,12963,13854,13882,15169",20,14
random_seed240524_top33_k14_058,"1100,1813,4339,7531,7965,8775,9001,9024,9149,11414,12313,13060,13622,13882",20,14
random_seed240524_top33_k14_059,"321,4326,5990,6169,6289,7965,9001,9024,9135,9149,12313,13882,14991,15169",20,14
random_seed240524_top33_k14_060,"321,1338,4326,5990,6289,7965,9135,9407,12002,12313,12652,12963,13882,15169",20,14
random_seed240524_top33_k14_061,"5355,5990,7531,7965,8754,8775,9024,11414,12002,12652,13060,13622,14991,15169",20,14
random_seed240524_top33_k14_062,"4326,5990,7531,7965,8754,8775,9135,9149,12002,12652,12704,13060,13622,15169",20,14
random_seed240524_top33_k14_063,"321,1100,1813,5355,5990,6169,7531,9001,9135,9407,11545,12652,13882,15169",20,14
random_seed240524_top33_k14_064,"1813,4339,6169,6289,9001,9024,9149,11414,12002,12313,13060,13882,14991,15169",20,14
random_seed240524_top33_k14_065,"1100,3850,4326,6169,7965,8754,8775,9407,11545,13060,13854,13882,14991,15169",20,14
random_seed240524_top33_k14_066,"321,1100,1338,5990,7965,8754,9001,11545,12313,12652,12704,12963,13622,14991",20,14
random_seed240524_top33_k14_067,"1100,1813,5990,7531,8754,9024,9149,9407,12002,12704,13622,13854,14991,15169",20,14
random_seed240524_top33_k14_068,"321,1338,4326,5355,6169,8775,9001,9135,9407,11414,12313,13060,14991,15169",20,14
random_seed240524_top33_k14_069,"321,3850,4326,5355,6169,7965,9001,9024,9149,9407,11545,12002,13060,13854",20,14
random_seed240524_top33_k14_070,"321,1100,1813,3850,4326,6169,7531,9001,9135,9407,12704,13622,13882,15169",20,14
random_seed240524_top33_k14_071,"321,1813,3850,4326,5990,7531,8754,8775,9135,9149,12652,13854,13882,15169",20,14
random_seed240524_top33_k14_072,"321,1100,1813,4326,6289,7531,9001,9149,11414,12002,12313,12652,12963,13622",20,14
random_seed240524_top33_k14_073,"321,3850,5355,6289,7531,7965,8775,9024,9135,9407,11414,12704,13882,15169",20,14
random_seed240524_top33_k14_074,"1100,1338,3850,4326,5355,5990,7965,9001,9024,11414,11545,12313,12704,13622",20,14
random_seed240524_top33_k14_075,"5355,6289,7531,7965,8775,9407,11414,11545,12002,12313,13622,13854,13882,14991",20,14
random_seed240524_top33_k14_076,"1338,6169,6289,7531,7965,8754,9001,9135,9149,11414,12313,12704,13854,13882",20,14
random_seed240524_top33_k14_077,"321,1338,5355,6169,6289,7965,8754,9001,9407,12313,13060,13854,13882,15169",20,14
random_seed240524_top33_k14_078,"1100,3850,4326,4339,7965,8754,8775,9024,11414,12313,12704,13622,13854,15169",20,14
random_seed240524_top33_k14_079,"4339,5355,7965,8754,8775,9135,9149,9407,12002,12313,12652,13622,13882,14991",20,14
random_seed240524_top33_k14_080,"321,1338,3850,4326,5355,7531,7965,9135,11545,12652,12704,13622,13882,14991",20,14
random_seed240524_top33_k14_081,"321,1338,3850,4326,4339,5990,6289,7965,9001,9024,9407,11414,12704,13854",20,14
random_seed240524_top33_k14_082,"3850,4326,5355,5990,6289,9024,9149,12313,12652,12704,12963,13060,13622,14991",20,14
random_seed240524_top33_k14_083,"1100,1813,3850,4326,5990,6169,9001,9135,9149,11414,11545,12704,13622,15169",20,14
random_seed240524_top33_k14_084,"321,1338,1813,6169,6289,7531,7965,12002,12652,12704,13060,13622,13854,13882",20,14
random_seed240524_top33_k14_085,"3850,4339,5355,5990,7531,8754,11414,12002,12313,12704,13060,13854,13882,14991",20,14
random_seed240524_top33_k14_086,"1100,1338,5355,6169,7965,8754,9024,9135,11545,12313,12652,12704,13854,15169",20,14
random_seed240524_top33_k14_087,"1338,1813,3850,4326,4339,5355,6289,8754,8775,9001,9135,11414,11545,13854",20,14
random_seed240524_top33_k14_088,"321,1100,1813,4326,6169,7965,9135,9407,11414,11545,12002,12963,13622,13882",20,14
random_seed240524_top33_k14_089,"321,3850,4326,4339,5990,6169,6289,7531,9149,9407,11545,12002,12652,12704",20,14
random_seed240524_top33_k14_090,"321,1100,5355,5990,7531,8754,8775,9024,9149,9407,11414,11545,13854,14991",20,14
random_seed240524_top33_k14_091,"1813,4326,4339,6169,8754,9001,9024,9135,11545,12002,12313,13622,13854,15169",20,14
random_seed240524_top33_k14_092,"1100,1813,4339,6169,7531,7965,8754,8775,9149,12002,12652,12704,13622,14991",20,14
random_seed240524_top33_k14_093,"1338,1813,3850,5990,8754,9001,9024,9149,9407,11545,12313,12704,13854,13882",20,14
random_seed240524_top33_k14_094,"321,1100,4339,6169,6289,7531,9024,9149,9407,11545,12313,13882,14991,15169",20,14
random_seed240524_top33_k14_095,"1100,3850,4339,6169,7965,8775,9024,11545,12704,12963,13060,13882,14991,15169",20,14
random_seed240524_top33_k14_096,"3850,4326,4339,5355,6169,6289,8754,8775,9001,9024,13060,13622,13854,14991",20,14
random_seed240524_top33_k14_097,"321,1338,4339,5355,5990,6289,7531,7965,8754,8775,12313,12652,13622,13854",20,14
random_seed240524_top33_k14_098,"321,1100,1813,6169,6289,8754,8775,9149,11545,12002,12313,12704,13060,13882",20,14
random_seed240524_top33_k14_099,"321,1100,1813,4326,5990,7965,8775,9001,9024,11545,12002,12313,12652,13622",20,14
random_seed240524_top33_k14_100,"3850,4326,6169,7531,9135,11414,12002,12313,12652,12704,13060,13854,13882,15169",20,14
random_seed240524_top33_k14_101,"1813,4326,4339,5355,6169,9001,9024,9135,9149,12652,13622,13854,14991,15169",20,14
random_seed240524_top33_k14_102,"1100,3850,4326,4339,5355,7965,9001,9024,9135,11545,12313,12704,12963,13882",20,14
random_seed240524_top33_k14_103,"1100,1338,4339,7531,8754,8775,9001,9135,9149,11414,12002,12313,12963,14991",20,14
random_seed240524_top33_k14_104,"1813,3850,4339,5355,5990,6169,6289,8754,9024,9407,11414,12313,12704,14991",20,14
random_seed240524_top33_k14_105,"1338,1813,3850,4326,4339,5355,6169,7965,9407,11414,12652,12704,13060,15169",20,14
random_seed240524_top33_k14_106,"1338,4326,4339,5355,6169,7531,7965,8754,9001,9024,12002,13622,13854,15169",20,14
random_seed240524_top33_k14_107,"321,1338,3850,6289,8775,9024,9135,9149,11545,12002,12313,12963,13622,15169",20,14
random_seed240524_top33_k14_108,"1338,4326,6169,7531,7965,8754,9001,9407,12313,12652,12704,13060,13622,15169",20,14
random_seed240524_top33_k14_109,"1813,3850,4339,6289,7965,9024,9135,11414,11545,12313,12963,13060,13622,14991",20,14
random_seed240524_top33_k14_110,"321,1338,4326,4339,6289,8775,9024,9135,9407,11545,12652,12704,13622,15169",20,14
random_seed240524_top33_k14_111,"1813,3850,4326,5355,5990,6169,6289,7531,8775,9149,12002,12704,12963,13854",20,14
random_seed240524_top33_k14_112,"321,1338,4326,6169,7531,7965,8775,9135,9149,11414,12963,13060,13622,14991",20,14
random_seed240524_top33_k14_113,"1100,1338,4339,7531,8754,9001,9149,9407,11545,12002,12313,12963,13060,14991",20,14
random_seed240524_top33_k14_114,"1100,1338,4326,4339,5355,6169,9024,11414,12002,12963,13060,13622,13854,13882",20,14
random_seed240524_top33_k14_115,"321,1338,1813,4339,5355,7531,8775,9024,9135,11414,11545,12002,12313,13854",20,14
random_seed240524_top33_k14_116,"1813,3850,6289,7965,9001,9149,11414,11545,12002,12313,12652,12704,13882,15169",20,14
random_seed240524_top33_k14_117,"1100,1338,3850,4326,8754,8775,9024,11414,12002,12313,12652,13060,13854,14991",20,14
random_seed240524_top33_k14_118,"1100,1338,4339,6169,7531,8754,9001,9149,11545,12002,12313,12652,13060,15169",20,14
random_seed240524_top33_k14_119,"1100,1813,3850,4339,7531,7965,8775,9149,12313,12704,12963,13622,14991,15169",20,14
random_seed240524_top33_k14_120,"321,1338,3850,4326,5990,8775,9149,9407,11414,11545,13060,13622,13882,14991",20,14
random_seed240524_top33_k14_121,"1100,1813,4339,6169,6289,7531,8754,9001,11545,12002,12652,12704,13854,15169",20,14
random_seed240524_top33_k14_122,"321,1813,4326,6289,9001,9149,9407,11414,12704,13060,13854,13882,14991,15169",20,14
random_seed240524_top33_k14_123,"1813,4326,5355,5990,7965,8754,9024,9135,11545,12652,12963,13060,13622,13882",20,14
random_seed240524_top33_k14_124,"1100,1813,4326,5355,5990,8754,8775,9001,9149,9407,12652,12963,13622,15169",20,14
random_seed240524_top33_k14_125,"321,1338,3850,4326,7965,8754,8775,9407,11545,12002,12652,12704,13622,13854",20,14
random_seed240524_top33_k14_126,"321,1338,3850,7531,9001,9407,11414,12002,12313,12704,12963,13622,14991,15169",20,14
random_seed240524_top33_k14_127,"1813,4339,6169,7965,8754,9001,9407,11414,12652,12704,13622,13882,14991,15169",20,14
random_seed240524_top33_k14_128,"321,1338,3850,5355,7965,8775,11414,11545,12002,12963,13060,13882,14991,15169",20,14
random_seed240524_top33_k14_129,"4339,5990,7531,7965,8775,9024,9149,9407,11414,11545,12313,13854,13882,15169",20,14
random_seed240524_top33_k14_130,"321,1100,1338,5355,7531,8775,9001,9149,9407,12002,12652,13854,13882,14991",20,14
random_seed240524_top33_k14_131,"1100,1813,4326,5355,5990,6169,6289,8754,9001,9135,9149,12963,13060,14991",20,14
random_seed240524_top33_k14_132,"1338,4326,4339,5355,5990,6169,6289,9024,9149,9407,12652,12704,13854,15169",20,14
random_seed240524_top33_k14_133,"1100,4339,5990,7531,7965,9001,9135,9149,11545,12002,12652,12963,13060,14991",20,14
random_seed240524_top33_k14_134,"1100,6169,6289,8775,9001,9024,9135,9407,11414,11545,12652,13622,13882,14991",20,14
random_seed240524_top33_k14_135,"321,1338,1813,7965,8775,9001,9024,9149,11545,12002,12313,13622,14991,15169",20,14
random_seed240524_top33_k14_136,"1338,4326,4339,5355,6289,7965,9135,9407,11414,11545,12704,13060,13622,13854",20,14
random_seed240524_top33_k14_137,"1813,4339,6289,7965,8754,8775,9001,9024,9135,9149,11414,12002,12652,12704",20,14
random_seed240524_top33_k14_138,"1100,3850,4339,5355,5990,6169,6289,8754,9001,9407,11414,12002,12704,13060",20,14
random_seed240524_top33_k14_139,"1813,3850,5990,6169,7531,8775,9135,11414,11545,12313,12963,13622,13854,15169",20,14
random_seed240524_top33_k14_140,"1813,4326,5355,6169,6289,7965,9024,11414,12002,12652,12704,12963,13622,15169",20,14
random_seed240524_top33_k14_141,"321,3850,4326,4339,5355,6289,7531,9407,11545,13622,13854,13882,14991,15169",20,14
random_seed240524_top33_k14_142,"1338,3850,4326,4339,5355,7965,8775,12652,12704,13060,13622,13854,13882,14991",20,14
random_seed240524_top33_k14_143,"1100,1338,4339,7965,8754,8775,9407,11414,12313,12963,13060,13622,13854,14991",20,14
random_seed240524_top33_k14_144,"1338,1813,4339,5990,7531,8775,9135,11414,11545,12002,12963,13622,13882,15169",20,14
random_seed240524_top33_k14_145,"321,5990,6289,7531,7965,8754,9135,9149,9407,11545,12652,12704,13060,14991",20,14
random_seed240524_top33_k14_146,"321,1100,4326,4339,5355,7531,8754,9024,9149,12652,12704,12963,13622,13854",20,14
random_seed240524_top33_k14_147,"321,1813,4339,5355,7965,8775,9001,9024,9135,9407,11545,13060,13882,15169",20,14
random_seed240524_top33_k14_148,"321,1338,4326,4339,6289,7531,7965,8775,9024,11414,12652,13060,13882,15169",20,14
random_seed240524_top33_k14_149,"1813,3850,4339,5355,8775,9024,9135,9149,9407,12652,12704,13060,13854,15169",20,14
random_seed240524_top33_k14_150,"321,1813,5355,5990,6169,6289,9001,9135,9149,11545,12652,13060,13622,13854",20,14
random_seed240524_top33_k14_151,"1100,1338,4339,5355,6169,7965,8754,8775,9024,9407,12313,13060,14991,15169",20,14
random_seed240524_top33_k14_152,"4326,4339,5355,5990,6289,9149,11414,12313,12652,12704,12963,13060,13622,13882",20,14
random_seed240524_top33_k14_153,"1100,1813,4326,4339,5355,7965,8754,9001,11545,12963,13622,13854,13882,14991",20,14
random_seed240524_top33_k14_154,"321,1100,3850,4326,6289,9024,9149,11545,12963,13622,13854,13882,14991,15169",20,14
random_seed240524_top33_k14_155,"1338,4339,5990,8775,9001,9024,9135,11414,11545,12002,12652,12963,13060,14991",20,14
random_seed240524_top33_k14_156,"1100,1338,3850,5990,6289,7531,8754,9001,9024,12313,12963,13060,13854,13882",20,14
random_seed240524_top33_k14_157,"321,1813,5355,5990,6169,7531,8775,9135,9407,12002,12704,12963,13854,14991",20,14
random_seed240524_top33_k14_158,"4326,4339,7531,8775,9001,9024,11414,11545,12002,12963,13060,13854,14991,15169",20,14
random_seed240524_top33_k14_159,"1100,1338,1813,6289,8754,9149,11414,11545,12002,12313,12652,12963,14991,15169",20,14
random_seed240524_top33_k14_160,"1338,4339,7531,9024,9135,9149,9407,11545,12313,12652,12704,12963,13622,14991",20,14
random_seed240524_top33_k14_161,"321,1338,1813,3850,4339,5355,6169,7531,7965,9407,11414,12652,12704,13882",20,14
random_seed240524_top33_k14_162,"4326,4339,6169,6289,7965,8754,8775,9001,9135,11545,12313,12963,13622,13882",20,14
random_seed240524_top33_k14_163,"321,1100,1338,1813,4339,5355,6169,6289,7965,9001,9149,12313,12963,15169",20,14
random_seed240524_top33_k14_164,"1100,1813,6169,7531,9001,9149,11545,12002,12652,12704,13622,13854,14991,15169",20,14
random_seed240524_top33_k14_165,"3850,4326,5990,8754,9024,9135,9149,11414,12652,12963,13060,13882,14991,15169",20,14
random_seed240524_top33_k14_166,"321,1338,1813,5990,8775,9001,9024,9135,11545,12002,12313,12652,12704,12963",20,14
random_seed240524_top33_k14_167,"321,1100,1338,5355,6289,9135,9407,11414,12002,12652,12704,13060,13882,14991",20,14
random_seed240524_top33_k14_168,"321,1100,1338,4339,6169,9001,9149,11414,11545,12313,12652,13060,13622,14991",20,14
random_seed240524_top33_k14_169,"1100,1338,1813,4326,5990,6289,7531,7965,8754,9001,9024,12704,13622,14991",20,14
random_seed240524_top33_k14_170,"1338,6169,6289,7531,8775,9135,9149,11545,12002,12313,12704,13622,14991,15169",20,14
random_seed240524_top33_k14_171,"1100,1338,4326,4339,5990,7531,9024,12002,12313,12704,12963,13622,13854,14991",20,14
random_seed240524_top33_k14_172,"321,1100,4326,4339,5990,7965,9149,11545,12313,12652,13622,13882,14991,15169",20,14
random_seed240524_top33_k14_173,"1100,1338,1813,5355,5990,7965,8754,9024,11414,12652,12704,13060,14991,15169",20,14
random_seed240524_top33_k14_174,"1100,7965,8775,9024,9135,9149,9407,11414,11545,12002,12704,13622,13882,15169",20,14
random_seed240524_top33_k14_175,"321,1100,1813,4326,5355,6169,6289,8754,8775,11414,12652,12704,13060,15169",20,14
random_seed240524_top33_k14_176,"1100,4326,5355,7965,8754,9024,9135,12002,12313,12963,13060,13622,13854,13882",20,14
random_seed240524_top33_k14_177,"1100,1813,4326,7531,9001,9024,9135,9149,11545,12313,12704,12963,13622,13882",20,14
random_seed240524_top33_k14_178,"1100,5990,6289,7531,8775,9024,9407,11414,11545,12652,12704,12963,13622,15169",20,14
random_seed240524_top33_k14_179,"1100,1338,1813,5355,6289,8754,8775,9001,9024,9407,12002,12652,13622,13882",20,14
random_seed240524_top33_k14_180,"321,1100,1338,1813,6169,7531,8754,8775,9135,12002,12652,12704,13882,14991",20,14
random_seed240524_top33_k14_181,"1338,3850,6169,6289,7965,9024,9407,11414,12002,12652,12704,12963,13060,13622",20,14
random_seed240524_top33_k14_182,"321,1100,4339,5355,9001,9149,9407,11545,12002,12652,13060,13854,13882,14991",20,14
random_seed240524_top33_k14_183,"1813,4326,4339,5355,6169,8754,9001,9024,9135,9149,12002,12652,13622,14991",20,14
random_seed240524_top33_k14_184,"1100,1338,1813,3850,4339,5355,6169,6289,7965,9001,9135,11545,12002,15169",20,14
random_seed240524_top33_k14_185,"321,1813,4326,5355,6169,7531,7965,8754,11414,12313,12652,12963,13854,14991",20,14
random_seed240524_top33_k14_186,"321,1100,1813,5355,6289,7965,8754,9024,11545,12002,12313,12652,12704,13622",20,14
random_seed240524_top33_k14_187,"1100,1338,1813,4326,4339,5355,5990,7965,9135,9149,11414,11545,12704,15169",20,14
random_seed240524_top33_k14_188,"1338,1813,4326,4339,5355,6169,7965,8754,9001,12002,12313,12704,13060,13622",20,14
random_seed240524_top33_k14_189,"4326,4339,5355,5990,8754,8775,9001,11414,12704,13060,13622,13854,14991,15169",20,14
random_seed240524_top33_k14_190,"321,1338,9001,9024,9135,9407,11414,12313,12652,12963,13622,13854,13882,14991",20,14
random_seed240524_top33_k14_191,"1100,1338,1813,3850,5990,8775,9135,11414,12313,12652,13060,13622,13882,15169",20,14
random_seed240524_top33_k14_192,"321,1100,1813,7531,7965,9135,9407,11414,12313,12704,12963,13060,14991,15169",20,14
random_seed240524_top33_k14_193,"1100,5355,7531,7965,8775,9135,9407,12313,12652,12704,12963,13882,14991,15169",20,14
random_seed240524_top33_k14_194,"321,5990,6169,7965,9001,9024,9407,12002,12704,12963,13060,13622,14991,15169",20,14
random_seed240524_top33_k14_195,"321,1100,1813,3850,4326,4339,5990,6169,8754,9001,11414,12313,13060,13854",20,14
random_seed240524_top33_k14_196,"321,1100,3850,5355,5990,6289,7965,8775,12313,12704,13622,13882,14991,15169",20,14
random_seed240524_top33_k14_197,"321,3850,4339,5990,6289,7965,8754,9001,9135,11545,12002,13060,13882,14991",20,14
random_seed240524_top33_k14_198,"1338,1813,3850,5355,8754,8775,9024,9407,11414,11545,12002,12704,13622,13854",20,14
random_seed240524_top33_k14_199,"1338,3850,4326,5990,7965,8775,9024,9135,11414,12652,12704,13622,14991,15169",20,14
random_seed240524_top33_k14_200,"1338,1813,5355,6169,8754,8775,9001,9135,9407,11545,12652,12704,14991,15169",20,14
